StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_7,S1A1_8,S1A1_9,S1A2_7,S1A2_8,S1A2_9,S1A3_7,S1A3_8,S1A3_9,S1A4_7,S1A4_8,S1A4_9,S1A5_7,S1A5_8,S1A5_9,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,FL_11_DO_Scenario1,FL_11_DO_Scenario2,FL_11_DO_Scenario3,FL_11_DO_Scenario4,FL_11_DO_Scenario5,FL_11_DO_Scenario6
8/21/2020 14:06,8/21/2020 14:17,0,,100,662,1,8/21/2020 14:17,R_2VJaKxLiB8VbUFD,,,,,,,anonymous,EN,stay with him,ask someone to bring his ticket,wait for him to get it,go with him,leave without him,9.907,59.572,60.439,6,23,91,49,22,52,65,27,53,39,58,41,73,12,3,68,talk to them,ask for help,ignore it,go upto them,get s gun,2.576,43.995,54.151,5,47,32,68,34,85,37,14,53,18,12,53,30,62,10,34,call the cops,follow him,ignore it,speed past to signal him to stop,leave that road,6.667,118.472,119.3,10,21,53,42,19,23,67,30,60,44,61,40,51,47,47,27,drive him,make up an excuse,say no,get her an uber,leave them there,10.067,40.118,40.459,6,32,11,51,63,47,47,17,53,42,66,50,32,32,55,48,call police,try to open the car door,try talking to the dog,ask for help,ignore it,5.931,32.424,34.439,5,40,66,26,43,23,72,8,28,60,58,91,70,56,36,50,tell the cops,throw it away,keep it in there,tell the baggerr,pretend you dont have it,7.814,34.87,42.898,6,13,59,44,20,50,38,58,44,38,34,67,53,44,32,59,,21,1,3,,5,6,1,6,3,2,4,5
8/21/2020 14:00,8/21/2020 14:17,0,,100,1006,1,8/21/2020 14:17,R_OCNjVanUsv5YUZX,,,,,,,anonymous,EN,Try to buy a new ticket,Call someone and have them bring Teds ticket,Give Ted her ticket ,Attend the concert without Ted ,Miss the concert and hang out with Ted because Ted can't attend ,27.769,162.461,173.035,8,100,100,100,72,91,97,10,100,10,30,60,50,14,100,16,Question the teenager,Tell the family what is going on ,Report it to an athority,Do nothing and ignore it ,Move the family's stuff and tell the teenager it doesn't belong to them,30.324,123.176,126.29,8,80,94,78,100,100,100,61,99,67,30,1,19,9,34,21,Call the police and report it,Ignore the situation and get around the other car,Stay behind the car until police arive,Try and get next to the car and tell the driver to pull over,Honk at the driver to get him to stop,7.515,111.74,121.216,6,100,100,100,51,15,50,81,100,94,19,51,29,18,35,54,Give her a ride,Tell her no ,Only drive her as far as he is going,Call a taxi for the woman ,Tell her he will drive her but he needs gas money ,7.176,36.96,59.911,2,81,100,100,51,12,50,80,56,60,19,91,51,16,41,44,Call the police,Break the window,Go back to the mall and try and find the owner ,Leave and do nothing ,Wait by the car for the owner and then chew them out,5.283,43.359,83.802,3,100,100,100,91,100,94,51,96,94,15,1,3,30,100,27,Throw the knife out ,Explain the situation to security and have them take the knife,Leave the line and put the knife in his car if he drove himself to the airport ,Miss his flight to take the knife home,Try and change flights so he can take the knife home ,10.902,97.656,109.087,8,81,100,100,60,85,84,9,100,19,8,98,9,30,99,28,,28,2,5,,2,5,1,5,3,6,4,2
8/21/2020 14:02,8/21/2020 14:17,0,,100,900,1,8/21/2020 14:17,R_2pJitG3A7JICsgX,,,,,,,anonymous,EN,gfhfh,ghfgh,ghgh,ghgfh,hfdgs,0.714,5.396,6.647,8,54,47,59,72,65,64,73,83,77,76,71,71,83,77,77,gdhf,gdhgdf,fdhg,gdfgh,ghggf,1.091,6.977,8.058,5,54,38,46,66,59,70,65,66,75,68,60,65,89,79,79,stop,call the police,ignore it,help the driver pull over,drive past him,598.121,637.98,671.231,5,39,32,75,48,72,65,61,68,59,89,77,74,77,84,77,fbvbgf,ffgda,a,a,a,0.656,7.739,8.131,6,71,65,69,18,65,53,66,57,60,28,23,42,59,53,59,fggfgf,fgdg,gfgf,gfgfdfg,fgg,0.718,3.898,4.802,5,91,84,84,91,92,83,93,86,87,83,76,81,92,82,82,fbggdhnfg,fghfg,hfghgf,fgf,hfhghg,0.539,5.183,5.623,8,59,50,69,72,62,73,82,75,75,81,40,40,38,29,32,,31,1,1,,5,6,3,2,1,6,4,5
8/21/2020 14:09,8/21/2020 14:17,0,,100,509,1,8/21/2020 14:17,R_1r0J9BT6Sr9Tvbl,,,,,,,anonymous,EN,She could give Ted her ticket,She could go back with Ted for the ticket,She could ask one of her friends to loan Ted a ticket,She could go in without Ted,She could ask to buy a ticket right there,1.171,19.667,79.289,5,39,59,41,67,69,70,31,32,37,67,39,50,64,65,66,Eunice could ask if the teen is part of the family,She could continue watching him to see,She could alert the kids,She could alert a grownup about him,She could ignore him,0.872,79.289,102.101,4,72,73,73,70,71,72,70,54,49,72,73,85,81,84,77,He can honk his horn,He can call the cops,He can ignore it,He can bump into the car,He can ignore it,1.075,5.892,27.767,3,71,71,71,40,36,30,52,52,53,17,15,18,54,57,63,He could give her a ride,He could refuse to give her a ride,He could ignore her,He could say he can giver her a partial ride there,He could ask for payment,0.858,7.505,37.86,2,77,76,76,41,47,46,25,25,26,55,56,59,34,37,39,She can break the window,She can call the cops,She can wait for the person to come back,She can call an ambulance,She can ignore it,1.192,8.396,33.579,4,31,51,36,65,66,66,46,40,37,57,57,54,13,13,15,He can take it out and explain,He can explain once they see it,He can pretend it isn't his,He can not say anything,He can refuse to go through the line,6.47,6.47,46.089,1,79,79,80,83,85,85,16,19,17,34,35,34,49,52,54,,44,1,5,,5,6,1,2,6,3,5,4
8/21/2020 14:05,8/21/2020 14:17,0,,100,750,1,8/21/2020 14:17,R_3dF5y0H6tzsIdoJ,,,,,,,anonymous,EN,Buy a new ticket.,Go home.,Ask his friends to split the cost of the ticket.,Ask a friend to drive the ticket to Ted.,Ted asks his parents to drive the ticket to him.,8.308,8.308,77.967,1,60,100,70,65,100,38,68,80,68,50,77,66,63,85,75,Ask the boy if he's with this group.,Ask the group about the boy.,Tell the boy to leave their stuff alone.,Just watch the boy and do nothing.,Call the police on the boy.,12.339,49.761,52.493,4,72,100,41,50,100,29,30,76,55,100,50,76,30,50,65,Honk the horn to get the driver's attention.,Call the highway patrol and report the driver.,Call the local police and report the driver.,Drive next to the driver and motion him to get off the road.,Drive in front of the driver and slow down until his car is forced to stop.,1.181,70.109,96.859,5,46,82,61,80,100,77,77,100,79,47,88,51,37,57,10,Give the woman a ride.,Call the woman a cab.,Pay for the woman's uber.,Tell her no.,Call a friend and ask to give her a ride.,7.058,7.058,30.282,1,70,100,78,49,100,57,41,100,62,81,73,88,32,100,35,call mall security and report the car.,call the police and report the car.,call animal control and report the driver.,break the window and help the dog get out.,pick the door's lock and open the car.,5.811,5.811,45.972,1,52,100,36,71,100,56,50,100,33,25,100,14,3,59,4,Check the knife with the airline to be stowed under the plane.,Throw the knife away.,Call a friend to come pick it up.,Leave the knife somewhere.,Ask the airline his options.,23.522,46.661,67.122,2,68,100,100,60,100,63,50,100,76,30,13,69,87,100,100,,31,1,5,,2,8,4,3,5,2,6,1
8/21/2020 14:05,8/21/2020 14:18,0,,100,754,1,8/21/2020 14:18,R_2z6hhqxKyHdMf1U,,,,,,,anonymous,EN,She could give Ted her ticket instead.,She could try to sneak Ted in.,She could ignore his missing ticket and enjoy the concert without Ted.,She could try and bribe a security guard to let them in.,She could try and buy a ticket from a nearby scalper.,1.099,58.565,62.169,11,43,99,56,23,2,10,79,30,75,9,1,4,48,9,70,She could yell to get the family's attention.,She could ignore the teen and pretend she doesn't see him.,She could confront the teen.,She could run over and grab the family's belongings away from the teenager.,She could ask someone nearby if the teen looks suspicious.,2.157,50.704,52.174,6,25,55,33,81,20,92,4,51,35,3,36,25,54,75,68,He could ignore the driver and drive away.,He could honk his horn to get the driver's attention.,He could call the police to come find the driver.,He could try and run the car off the road.,He could call a friend to come follow the car with him.,1.654,60.716,67.632,5,44,5,72,15,26,22,53,97,60,5,2,3,3,11,4,He could ignore the woman.,He could give her money for a taxi.,He could call a cab for her and pay for her fare upfront.,He could give her a ride.,He could call the police on the woman for harassing him.,4.145,45.592,48.61,5,79,31,77,36,98,26,45,96,33,51,67,8,5,6,34,She could break the glass and rescue the dog. ,She could call the police to come get the dog.,She could wait by the car for the owner to come back.,She could ignore the dog and walk away.,She could walk into a nearby store and ask them to page the owner.,1.166,35.991,45.722,3,40,97,32,61,94,42,73,49,53,17,2,54,70,89,45,He could ask the TSA to confiscate it for him.,He could step out of line and stow it away somewhere.,He could step out of line and throw it out.,He could hope that the TSA doesn't notice and continue going through security.,He could offer it to someone else walking through the airport.,1.338,181.504,182.156,13,40,100,95,26,96,96,76,92,98,26,74,35,3,48,3,,29,2,5,,6,4,3,2,6,4,5,1
8/21/2020 13:58,8/21/2020 14:18,0,,100,1201,1,8/21/2020 14:18,R_2YPOiroGkhM5Krg,,,,,,,anonymous,EN,Leave Ted behind to get his ticket and drive off with the rest of her friends,Drive Ted back home to get his ticket,Keep driving and hope they can buy a ticket at the concert,They both skip the concert and hang out to do something else.,Darya gives up her ticket and let him go by himself,37.541,148.36,174.943,12,70,20,10,90,100,100,80,50,50,50,100,50,20,60,10,Ignore the teenage and keep suntanning,Call the parents and let them know what's happening,Go over and stop/talk to the teen about being there,Call the police,Flash and Seduce the teenager to get their stuff back,1.536,86.332,97.074,13,100,50,70,100,100,100,100,100,100,60,100,100,10,10,0,Slow down until the driver is away from him,Call the police and report it,Speed up and go around him,Pull over and let the driver keep going on his way,Ram his car and make a citizen's arrest,1.844,65.543,79.719,9,100,100,100,50,80,70,30,100,100,100,100,100,10,30,10,Ignore the woman,Offer to call for a ride,Run and hide in the gas station,Give her a ride,Kill her and steal her stuff,3.939,73.162,75.749,11,100,50,100,80,80,50,80,100,100,20,80,0,0,0,0,Call the police or animal control,Smash the window and rescue the dog,Track down the owner inside the mall,Try to open the door with a crowbar and save it,Ignore the dog and let it die,4.147,60.004,89.616,3,100,100,100,70,100,50,30,50,50,20,100,10,50,0,100,Get off-line to add it to his check in luggage ,Try to sneak it and through security by acting normal,Try to explain why he's got and hope they let him keep it,Skip his flight and take the next one after putting the knife in his checked in luggage,Take a hostage using the knife to get on the flight,5.197,91.693,141.802,13,100,100,100,70,50,80,80,50,50,80,100,70,0,0,0,,30,1,5,,2,10,1,3,4,6,5,2
8/21/2020 14:01,8/21/2020 14:19,0,,100,1081,1,8/21/2020 14:19,R_3Jy3nMB5nYs0D9q,,,,,,,anonymous,EN,pay for Ted,Go alone,Request Ted to return,Return with Ted,Agree with Ted what to do,56.271,134.179,156.497,9,54,77,80,82,50,8,73,53,5,71,77,52,86,92,88,Ask the boy what he is looking for,Inform a family member,Ask the teenagers identity,Confront the teenager,Ignore,18.541,83.885,98.318,11,80,72,79,90,95,84,100,87,91,46,19,9,77,23,10,Signal the driver,Warn the driver,Call police,Ignore,Overtake,27.496,112.854,118.768,7,70,86,59,75,87,81,69,86,70,20,35,12,66,74,69,Decline,Accept,Ignore,Lie,Complain,18.35,65.367,75.37,5,52,83,86,93,78,93,48,19,9,32,3,1,22,9,7,carry it,give it food,allow it to rest,leave it alone,massage it,8.865,46.037,55.8,9,75,68,75,62,62,64,78,84,78,26,19,19,75,81,77,return,ignore,surrender,throw it away,explain,14.564,45.603,51.401,6,48,57,50,31,13,4,56,74,68,46,38,37,73,79,73,,30,1,3,,5,7,1,2,4,3,6,5
8/21/2020 13:58,8/21/2020 14:19,0,,100,1235,1,8/21/2020 14:19,R_2BzH3o9lwXS4PpG,,,,,,,anonymous,EN,Darya could provide proof using email confirmation,Darya could skip the concert to keep Ted company,Darya could ask if a friend would deliver the ticket for Ted,Darya could buy a new ticket at the entrance,Darya could ask if they accept e-tickets,5.181,104.713,170.29,5,75,51,90,50,51,25,51,51,60,65,51,75,75,51,90,Eunice could mind her own business,Eunice could ask if the items belong to the teenager,Eunice could make a sense and draw attention to what is going on around her,Eunice could intervene and stop the teenager,Eunice could wave down the family and ask them if the teenager is with them,9.172,20.171,92.008,4,75,51,90,40,50,40,25,50,25,25,50,25,50,51,40,running out of time,running out of time,running out of time,running out of time,running out of time,5.782,13.346,16.111,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cameron could decline the woman's request,Cameron could offer to drive the woman up to a certain point but not the entire way,Cameron could take the woman to her destination,Cameron could ask the woman why she hasn't sought out other forms of transportation,Cameron could carry on with his own business and just ignore the woman,7.483,141.175,142.067,10,75,51,90,50,51,50,25,51,25,100,51,100,50,51,75,Erica could notify mall personnel,Erica could smash out the windows to help the dog,Erica could wave down bystanders for assistance,Erica could ignore the dog and walk away,Erica could attempt to open the car door's without resorting to damaging it,4.605,9.939,138.031,4,90,51,75,50,50,25,65,51,75,25,49,25,50,51,75,Carl could notify security of his profession and explain why he has the knife,Carl could see if the airport will rent out lockers that he can use to store the knife,Carl could ditch the knife in the nearest trash receptacle,Carl could call a friend or family member to see if they'll take the knife for him,Carl could change or delay his flight while he looks for a solution for his knife,2.298,186.208,245.74,4,65,51,75,75,51,90,49,50,50,65,51,60,49,51,25,,34,1,3,,5,7,5,2,6,1,3,4
8/21/2020 14:01,8/21/2020 14:19,0,,100,1100,1,8/21/2020 14:19,R_2QifLzAFtMX26Ff,,,,,,,anonymous,EN,Go into the concert and let Ted figure things out for himself. ,Try and buy Ted another ticket. ,Skip the concert and go somewhere else with Ted. ,Go to the ticket office and see if they can help. ,Call someone at Ted's house to bring him his ticket. ,1.157,1.157,92.096,1,50,70,85,75,90,60,40,100,70,100,100,100,85,90,100,Go up to the teenager and question him.,Turn away and do nothing.,Go to the water and talk to the family.,Call the police.,Follow him if he leaves with something. ,0.956,18.358,100.957,3,90,95,80,80,70,90,95,100,90,20,50,40,10,45,40,Stay back and give that driver a lot of space.,Call the police.,Try and pass him. ,Honk at him to try and get him off the road. ,Let someone else deal with it. ,0.864,4.892,62.133,2,80,100,90,60,100,100,50,70,85,85,90,95,30,50,50,Give the woman a ride to the nearby city.,Not give the woman a ride. ,Give the woman a ride to his final destination which is closer to where she is going. ,Give the woman some money for a taxi. ,Tell her to download Uber and ask for a ride. ,9.755,103.826,116.369,2,20,90,40,100,100,100,60,100,30,60,100,60,90,95,100,Break the window and free the dog. ,Call the police. ,Do nothing and leave. ,Try and find the owner before its too late. ,Ask someone else to break the window. ,1.254,37.775,96.817,2,95,100,85,100,100,100,30,0,15,30,70,60,95,90,90,Step out of line and find a way to mail it to his final destination.,Throw it away.,Not say anything unless security does. ,Call someone to come pick it up. ,Step out of line and pay to check his carry on bag with the airline. ,1.618,1.618,158.997,1,30,100,80,5,90,45,10,10,35,45,100,65,95,100,100,,35,1,2,,5,6,3,6,5,1,4,2
8/21/2020 14:03,8/21/2020 14:19,0,,100,940,1,8/21/2020 14:19,R_1Oiqhhn6iruimdA,,,,,,,anonymous,EN,she could buy him another ticket.,she could go in without him,she could try to sneak him in a side door,she could wait for him to go get the ticket and come back.,she can decide to not see the concert and do something else,6.183,6.183,71.005,1,50,100,90,20,10,25,10,0,10,30,100,65,20,100,45,she could yell at the teen to stop.,she could inform a lifeguard of the situation,she could say nothing at all,she could help the teen look through the belongings,she could throw sand at the teen to get them to leave,7.419,7.419,60.565,1,70,100,90,85,100,100,50,10,50,5,0,0,20,60,25,They can slow down and stay well behind the person.,They can call the police and give a description of the car so they can maybe get the driver off the road.,They can speed up and pass the car and try to get away from them.,They could speed up and honk their horn and try to get them to pull over and see if everything is alright.,They could take a different route home so they don't have to follow this person.,4.332,4.332,145.657,1,70,40,80,80,100,85,60,35,75,20,60,10,60,30,70,"They could tell the person ""no""",they could give the person a ride all the way to their destination,they could give the person a ride up until the point where they would normally stop and tell them they have to find some other way to get where they are going., They can call a cab for the person.,They can give the person money for a cab.,8.653,8.653,98.014,1,50,80,100,50,100,70,35,60,40,50,80,65,20,100,30,She could break the window of the car and rescue the dog,she could go back into the mall and ask that the owners of the vehicle be paged to come to their car.,She could call the police.,She could walk on by and do nothing., She can walk around the mall and ask people if they left their dog in the car.,4.028,53.481,88.059,3,20,30,15,75,100,80,50,80,60,50,20,35,10,80,5,He can remove it and put it in the trash.,He can get out of line and see if he can get it put in to his luggage.,he can try to sneak it through the security line,he can give it to the attendant and they can maybe mail it to him in Chicago.,he can get out of line and take it home.,7.6,7.6,99.662,1,30,70,25,60,100,85,10,1,0,70,100,80,40,100,50,,44,1,5,,3,8,1,6,5,3,4,2
8/21/2020 14:00,8/21/2020 14:19,0,,100,1139,1,8/21/2020 14:19,R_1jDL058x2mJ6F7C,,,,,,,anonymous,EN,Take Ted to get his ticket,Try to find another ticket,Offer her ticket,Wait for him to get his ticket,Go on inside the concert,29.46,29.46,133.974,1,100,100,100,90,100,100,10,100,100,97,100,100,51,75,75,Confront the teen,Bring it to the families attention,Watch the teen to see if they take anything,Ignore it,Yell at the teen,67.562,67.562,146.134,1,100,100,100,100,100,100,100,100,100,50,50,50,0,0,0,Call the police,Follow slowly behind him,Honk at the driver ,Have the driver pull over,Try to warn other drivers. ,13.931,14.42,73.231,2,100,100,100,100,100,100,1,1,1,0,100,56,49,100,100,Say he isn't travelling that way,Give her a ride,Tell her he's not familiar with the area,Tell her he's running late,Tell her he is heading the opposite direction,15.626,16.364,91.262,2,100,100,100,100,100,100,50,50,52,52,52,53,51,51,52,Call the police,Try to get the dog out,Break the car window,Get mall security,Let other people know,24.086,25.361,69.21,3,100,100,100,100,100,100,81,100,100,100,100,100,100,100,100,Let security know,Give the knife to security ,Throw it away,Hide it,Keep it in the car,12.524,12.524,57.701,1,100,100,100,100,100,100,0,0,1,0,0,0,51,100,100,,36,2,5,,2,8,1,2,4,3,5,6
8/21/2020 14:10,8/21/2020 14:19,0,,100,556,1,8/21/2020 14:19,R_2ylbvRQqh5ljcDo,,,,,,,anonymous,EN,forget Ted,go in the concert,sorry Ted,See if they can purchase another,Sneak in to the concert,16.73,21.714,51.379,2,93,91,94,98,100,100,98,97,98,95,93,92,60,49,38,Get closer,Ask the teenager,ask the family,see what he's taking,tell him to find  his parents,7.824,7.824,47.923,1,96,100,99,94,96,96,90,93,95,91,70,73,68,67,60,call police,try to stop the driver,block the swervingn,turn around,ignore,7.49,7.49,32.815,1,99,100,100,77,72,71,76,77,,54,66,71,18,20,24,call her a cab,say NO,let her use the phone,take her home,give her money for a cab,1.41,9.009,51.355,2,94,95,97,91,95,96,94,95,97,40,36,24,84,69,65,see if doors are unlocked,call police,look for  owner,break the window,talk to the dog,10.873,10.873,49.56,1,92,98,99,95,96,96,78,97,77,70,58,75,99,99,99,call someone to come get it,check his bag instead of carry on,try to sneak through,tell the security it's there,mail it home,10.31,10.31,52.919,1,90,95,92,95,98,98,49,27,25,88,73,83,90,91,42,,51,2,5,,8,4,3,4,6,5,1,2
8/21/2020 14:00,8/21/2020 14:20,0,,100,1243,1,8/21/2020 14:20,R_3qai7mJWmguSJhZ,,,,,,,anonymous,EN,Ask him if they could buy another ticket,tell him they will save him a spot,offer to go with him to get the ticket,give up her ticket and go get his for him,try and sneak him in to the concert,3.65,3.65,83.124,1,90,100,90,80,90,90,75,97,85,65,95,40,40,4,30,Ask him if he knows that family,Alert the family,look the other way,take a photo with her phone,ask the person what he is looking for in the belongings,19.774,21.725,76.429,2,70,80,70,65,95,55,90,10,75,81,95,95,60,71,60,Slow down and give plenty of space between him and that car,Honk his horn,call 911,flash his headlights,if safe try to pass using the shoulder and alert oncoming cars with flashing lights,9.899,9.899,82.423,1,81,80,95,60,70,75,70,90,80,40,65,70,25,60,50,Tell her he is not going in that direction,Ask her to help pay for gas,Tell her he doesnt let strangers in his car,Say no directly,tell her he is picking up other people and there is not enough room,53.007,107.135,148.814,2,90,50,95,70,90,60,90,80,75,70,95,95,65,40,40,break the window,call the mall office to find out whose car it is,call the police,see if she can get anyone to help pry open the door,see if car is unlocked to open it up,10.398,10.398,44.768,1,50,94,74,85,100,95,95,100,95,32,72,41,76,99,84,leave the line and ask to check in the item,go throw it out,call a friend to come get it,visit security and explain the situation and see what he can do,nothing and tell security a lie that he does not know how it got there,169.241,169.241,267.011,1,76,97,77,62,100,51,60,70,65,81,99,68,65,7,57,,37,1,5,,7,5,4,3,1,2,5,6
8/21/2020 14:00,8/21/2020 14:20,0,,100,1209,1,8/21/2020 14:20,R_3NBYClr7oyq1INf,,,,,,,anonymous,EN,She could give him her ticket,Tell him to go home to get it,Admonish him,Ignore him,Try to get another ticket for him,11.373,84.96,85.986,19,88,82,86,93,87,88,97,86,89,49,47,58,93,90,89,Raise an alarm,Get out of the water and confirm who he is,Shoo him away,Call out to him to identify himself,Send one of her child to go identify the stranger,20.212,279.565,280.398,35,88,93,92,84,87,88,92,89,81,81,84,87,76,81,86,Continue driving home,Try to send a signal to other drivers to beware,Try to flag him down,Call the police,Accelerate so that he'll leave him behind,3.762,82.727,83.316,17,94,84,87,92,95,94,81,88,88,92,99,98,92,92,91,Turn her down,Take her to where she's going,Take her but you drop her when you get to where you are going,Help her find a ride,Ignore her,5.482,98.124,99.191,22,77,72,80,91,90,87,85,81,80,73,79,78,56,37,52,Look for the owner of the car,Try to calm the dog down,Try to get one of the windows open,Look for passersby to help,Ignore it and go on her way,0.787,129.143,129.904,29,83,97,96,81,86,87,80,87,86,91,92,91,73,38,51,Explain to Airport authorities,Call the person accompanying him and give it to him,Throw it away,Keep it somewhere secluded,Give it to a stranger,18.702,118.061,118.697,24,80,88,91,98,95,95,62,90,91,77,80,82,57,92,86,,35,1,5,,5,7,6,1,4,5,3,2
8/21/2020 13:58,8/21/2020 14:21,0,,100,1345,1,8/21/2020 14:21,R_3oX8x2K3zvfmImY,,,,,,,anonymous,EN,Go in without him,Give him her ticket,Laugh at his stupidity,Express sadness for him,Buy him a ticket from a scalper,24.412,24.412,114.811,1,90,100,90,0,100,0,50,0,50,50,100,80,50,100,60,Ask him who he is,Mind her own business,Yell to the family,Tell him to stop,Look for a cop,18.867,21.827,109.14,2,80,100,55,100,50,100,50,100,50,40,100,40,55,100,50,Stay back,Call cops,Get on a different road,Pass him quickly,Flash high-beams,20.389,62.282,95.948,2,100,50,90,50,100,50,90,50,90,90,50,90,10,50,11,Tell her No,Take her as far as his house,Take her the full distance,Give her cab fair,Take her to a bus stop,12.598,79.692,96.2,2,60,50,100,70,50,90,50,100,50,50,100,60,50,100,70,Call the cops,Break a window,Open a door,Mind her own business,Quickly find the owner,8.485,8.485,70.116,1,30,100,30,25,100,25,50,100,81,50,0,60,60,100,80,Inform security,Give them the knife,Leave the line and remove the knife,Hope they don't find it,Leave and go home,19.654,185.36,229.491,8,90,100,50,100,100,50,75,100,50,30,50,30,64,100,5,,33,1,5,,4,9,3,4,6,2,5,1
8/21/2020 13:58,8/21/2020 14:21,0,,100,1379,1,8/21/2020 14:21,R_2cCLRsGVrPF98gA,,,,,,,anonymous,EN,Go without him,Ask the venue for help,Help Ted sneak in,Offer to buy another ticket,not attend the concert without ted,18,116.766,178.445,5,5,18,11,100,100,100,10,0,5,100,100,100,100,91,100,Mind her own bussiness,Confront the teenager,Flag security,Call the police,let the family know ,18.162,98.528,106.362,5,41,21,100,91,73,89,100,79,100,48,81,75,100,100,100,Call the police,Pull over until its safe,Honk at the driver,follow the driver,pull in front of the driver,10.393,138.054,147.536,5,100,100,100,100,100,100,90,100,93,18,41,48,30,20,51,Refuse to woman the ride,Give her a ride,Call an uber for her,offer to take her ask far as she can,give her money to go away,23.956,96.081,131.964,4,100,100,100,60,100,100,40,100,33,100,100,100,39,30,74,Break the window,Call the police,try to find the owner,get help from other people in the lot,leave it alone,6.728,225.102,271.653,6,70,79,95,100,100,100,100,100,100,100,100,100,9,0,3,He can ship it home,He can throw it away,Let the security know he accidentally brought the knife,give it to a friend,put it in a locker,11.371,141.373,146.36,11,100,100,100,59,70,63,30,91,100,91,100,100,100,100,100,,30,1,2,,4,7,6,2,4,3,5,1
8/21/2020 14:06,8/21/2020 14:21,0,,100,893,1,8/21/2020 14:21,R_prNRKm7jpkZoJyN,,,,,,,anonymous,EN,forget about the concert,drive back for the ticket,ask for a refund on the ticket,give ticket away to anotehr friend,try to talk your way in,0.74,37.526,80.704,4,34,26,44,35,44,53,40,70,74,73,78,75,38,32,29,ask him to stop,wait for someone to step in,ask around who he is,call the cops,move bag away from him,0.923,8.353,33.493,3,60,73,86,57,61,60,36,33,31,56,71,68,50,54,62,call the cops,pull car over forcefully,ignore it,drive to protect other cars,yell at the driver to pull over,0.778,6.178,60.288,3,71,84,87,36,98,18,19,16,13,36,34,35,78,63,69,give her money for a taxi,give her the ride,tell her he can drop her off half way there,tell her yes,tell her that he cant do it now,220.392,248.284,269.542,2,43,61,61,70,74,79,68,68,75,81,85,88,61,68,63,yell at someone to help,call the cops,break window open ,comfort the dog,try and see if any doors are unlocked,1.071,3.029,28.226,2,58,70,78,78,75,75,42,42,32,62,71,69,52,54,55,call chef to give it back,take it anyway,give it to a friend to hand it back to the chef,call chef ask if you can borrow it,ignore it till you get back,0.8,1.857,33.092,2,80,74,82,72,68,72,55,55,67,63,71,69,47,39,47,,33,1,2,,5,7,3,5,2,1,4,6
