StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S13-FR_4,S13-FR_5,S13-FR_6,S13-FR_7,S13-FR_8,S13FRtime_First Click,S13FRtime_Last Click,S13FRtime_Page Submit,S13FRtime_Click Count,S13A1_7,S13A1_8,S13A1_9,S13A2_7,S13A2_8,S13A2_9,S13A3_7,S13A3_8,S13A3_9,S13A4_7,S13A4_8,S13A4_9,S13A5_7,S13A5_8,S13A5_9,S14-FR_4,S14-FR_5,S14-FR_6,S14-FR_7,S14-FR_8,S14FRtime_First Click,S14FRtime_Last Click,S14FRtime_Page Submit,S14FRtime_Click Count,S14A1_4,S14A1_5,S14A1_6,S14A2_4,S14A2_5,S14A2_6,S14A3_4,S14A3_5,S14A3_6,S14A4_4,S14A4_5,S14A4_6,S14A5_4,S14A5_5,S14A5_6,S15-FR_4,S15-FR_5,S15-FR_6,S15-FR_7,S15-FR_8,S15FRtime_First Click,S15FRtime_Last Click,S15FRtime_Page Submit,S15FRtime_Click Count,S15A1_4,S15A1_5,S15A1_6,S15A2_4,S15A2_5,S15A2_6,S15A3_4,S15A3_5,S15A3_6,S15A4_4,S15A4_5,S15A4_6,S15A5_4,S15A5_5,S15A5_6,S16-FR_4,S16-FR_5,S16-FR_6,S16-FR_7,S16-FR_8,S16FRtime_First Click,S16FRtime_Last Click,S16FRtime_Page Submit,S16FRtime_Click Count,S16A1_4,S16A1_5,S16A1_6,S16A2_4,S16A2_5,S16A2_6,S16A3_4,S16A3_5,S16A3_6,S16A4_4,S16A4_5,S16A4_6,S16A5_4,S16A5_5,S16A5_6,S17-FR_4,S17-FR_5,S17-FR_6,S17-FR_7,S17-FR_8,S17FRtime_First Click,S17FRtime_Last Click,S17FRtime_Page Submit,S17FRtime_Click Count,S17A1_4,S17A1_5,S17A1_6,S17A2_4,S17A2_5,S17A2_6,S17A3_4,S17A3_5,S17A3_6,S17A4_4,S17A4_5,S17A4_6,S17A5_4,S17A5_5,S17A5_6,S18-FR_4,S18-FR_5,S18-FR_6,S18-FR_7,S18-FR_8,S18FRtime_First Click,S18FRtime_Last Click,S18FRtime_Page Submit,S18FRtime_Click Count,S18A1_4,S18A1_5,S18A1_6,S18A2_4,S18A2_5,S18A2_6,S18A3_4,S18A3_5,S18A3_6,S18A4_4,S18A4_5,S18A4_6,S18A5_4,S18A5_5,S18A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses
9/28/2020 12:07,9/28/2020 12:18,0,,100,616,1,9/28/2020 12:18,R_XGMk2Gv2Yq8MaDn,,,,,,,anonymous,EN,find the taxi,panic,offer to get another ring,cry,hide,2.406,2.406,25.935,1,85,96,94,100,37,72,28,47,27,50,24,39,56,11,18,throw away his belonging and have dad move in,see if other family could take him,check retirement homes elsewhere to see if they're mot affordable,have a nervous breakdown,kill dad,1.502,1.971,75.24,2,19,30,23,94,99,93,79,85,78,50,22,35,1,0,0,fish for food,look around the ship for food,tell everyone things will be okay,desperately radio for help,abandon ship,2.05,2.05,57.021,1,68,97,87,72,88,82,80,99,96,61,80,74,37,7,25,go find water,start a fire for a smoke signal,keep trying to get his arm out,run for help,run away and just leave Todd,1.053,1.053,41.309,1,79,98,93,73,96,86,59,98,96,81,98,95,2,0,1,keep calling,call one of Jeff's friends and see if they know anything,cancel the court appointment,lock up the store and leave,have one of the customers fill in as employee,1.301,1.301,60.818,1,97,99,97,73,99,95,50,39,43,31,25,24,2,1,1,call for help,try to help the competitior,go on and just leave him so she can win the race,panic,laugh,0.901,0.901,86.606,1,72,97,88,84,94,91,19,5,4,32,18,32,6,3,5,,48,1,5,,2,9
9/28/2020 11:59,9/28/2020 12:18,0,,100,1113,1,9/28/2020 12:18,R_2z900B8VP9cQgok,,,,,,,anonymous,EN,Tell a friend to call taxi company,Run away,Fake a heart attack,Wisper to the priest the problem,Just pretend he can't find the ring,6.491,92.887,124.411,7,94,87,93,16,5,9,7,1,1,85,81,81,40,20,27,Call other relatives,Have him move in,Get a bigger appt,Find a friend with a place ,Call social services,1.223,88.009,104.088,6,95,86,92,75,87,75,68,91,76,43,62,58,66,71,65,Ration the food,Calm everyone down, have the men Stop eating so there is more food,Throw someone overboard,Jump overboard,9.523,73.191,90.311,7,99,92,94,89,97,91,71,78,72,10,4,8,7,6,5,Try to move the rock,Make some shade to rest and think,Walk around to find phone service,Start a small fire to signal someone,go get help marking the way,2.849,141.279,163.76,6,89,80,92,78,71,71,95,88,92,20,43,23,65,90,71,Call the court to reschedule,Call a coworker to cover for him,call a friend to cover for him,Skip the court appt,Close the store,7.385,195.232,204.515,7,76,61,77,99,94,97,76,71,67,44,20,21,15,11,11,Keep going ,Stop and call for help,keep going and call for help at next stop,stop and provide assistance,block the trail so the race would be stopped ,9.882,83.487,118.383,7,26,6,26,88,83,86,59,39,45,83,97,82,11,4,8,,51,2,5,,4,6
9/28/2020 11:56,9/28/2020 12:18,0,,100,1297,1,9/28/2020 12:18,R_OPPMERiYsvHJn6V,,,,,,,anonymous,EN,Call the taxi,Let his sister know ,Tell his sister to hold the wedding ,Don't panic ,Drive to get the ring,0.892,35.698,127.511,4,100,100,100,60,100,81,40,10,6,30,69,50,50,80,61,Find a new place ,Get a new job,Ask for Help,Get a nurse,Get a second job,0.787,20.492,50.651,2,89,67,100,100,86,100,65,92,77,83,50,95,100,68,89,Try to catch fish,Limit the amount of food people eat,Drink lots of water,Try to get someone to come faster,Don't panic ,1.067,1.067,108.017,1,60,80,70,100,85,95,90,100,90,40,50,50,65,100,100,Leave to go get help. ,Look for supplies just in case they are stuck over night,Try walking around to get service ,Look for others ,Keep trying to save her friend,1.349,179.101,198.086,5,60,80,90,50,100,80,90,95,100,50,80,90,100,80,90,Call another employee to come in ,Reschedule his appointment  ,Lock up the store and go to his appointment ,Keep calling his boss,Don't go to his appointment,1.004,69.244,118.859,5,91,100,97,50,21,81,10,5,22,100,100,100,7,5,10,Help the competitor,Keep running ,Call for help,Act like she didn't see anything,Call the police,1.021,75.715,76.475,3,90,98,100,20,5,5,89,100,100,10,2,3,60,100,95,,34,2,1,,2,7
9/28/2020 12:00,9/28/2020 12:19,0,,100,1127,1,9/28/2020 12:19,R_1yRYACeBM9XIhz3,,,,,,,anonymous,EN,Call the taxi company to see if they can locate the driver.,Postpone the ceremony until he can get the ring,Skip his part of the ceremony,Borrow a ring to use from someone instead,Explain what happened and apologize ,9.631,96.758,128.321,8,100,100,100,10,0,5,80,7,0,91,13,4,93,69,15,See if anyone in the family or friends could help,See if he can get into a state run home,Call social services and ask for help,Have him move in until something can be done,Start a gofundme for financial help,6.804,90.999,139.65,7,100,90,80,100,50,80,90,70,100,30,100,40,20,80,10,Ration the food,do a lottery for the food,explain the situation and limit the food to crew,don't tell them it will be a week before rescue as not to alarm them,take charge and keep all the food,12.789,142.165,147.196,6,100,90,100,95,100,80,20,5,10,30,25,46,1,0,1,Run back to civilization and call for help,Stay with him and try and free him,Keep on with the hike,Try and find water,build a fire to draw attention,1.536,117.896,137.185,7,100,100,100,83,100,77,0,0,0,81,100,100,11,69,19,Call the court to explain he will be late,Call another employee to see if they can come in,Close the store,Wait for the boss and get to court eventually,Skip the appearance,8.526,80.203,90.879,7,100,100,100,84,33,81,5,0,0,100,97,100,78,0,11,Attend to the person,Keep going and report the incident at the next checkpoint,Help her briefly then continue on,Call for help and wait for help,Pretend you never saw it,10.463,121.077,131.452,7,100,100,100,41,19,33,29,13,8,100,100,100,5,0,1,,33,1,5,,2,9
9/28/2020 11:58,9/28/2020 12:19,0,,100,1286,1,9/28/2020 12:19,R_2tJ6izM1YreftHf,,,,,,,anonymous,EN,Stop the wedding and go get a replacement.,Stop the wedding and go find the taxi.,Wait until it is time to exchange ring to tell them.,Find something around the person to use as a ring temporarily.,Ask a couple around if they could borrow their rings for the ceremony. ,8.9,29.187,115.495,9,20,50,0,48,50,8,79,100,100,31,80,37,29,100,16,Move into a bigger apartment for him and his father.,Just leave his father alone.,Let his father go homeless.,Kill him.,Find a no cost home to put him in.,0.682,73.586,161.821,9,91,100,100,12,0,0,9,0,0,0,0,0,89,93,100,Tell them there is plenty of supplies.,Tell them they are low on supplies.,Ignore them if they ask about supplies.,Tell them he doesn't know anything about the supplies.,Act like doesn't speak english and don't understand when they ask him about it.,7.999,7.999,87.601,1,22,11,69,100,100,100,3,0,0,0,0,0,0,0,0,Leave and go get help. ,Try getting his arm out anyways.,Go walk around and see if she can get service in another spot.,Just leave Todd there and go on with her day.,Leave to get some water and then come back and help Todd.,8.083,8.083,130.55,1,61,100,100,82,100,100,100,100,100,4,0,0,19,32,0,He could close the store down and leave.,He could miss the court appointment and wait for Jeff.,He could call the court and see if he could delay it.,He could just leave and leave the store open.,I genuinely can't think of another option.,32.925,32.925,293.91,1,29,41,0,62,100,100,62,100,100,9,0,0,0,0,0,Stop and help the competitor.,Just pass the competitor by and keep going.,Ask someone else to help and take off.,Ask someone to help you help the person.,Kill the competitor and go on her way.,6.439,102.562,104.359,11,89,100,100,19,0,0,0,0,0,89,100,100,0,0,0,,29,2,5,,5,7
9/28/2020 11:56,9/28/2020 12:20,0,,100,1388,1,9/28/2020 12:20,R_2cd3FqVwOTUEqPK,,,,,,,anonymous,EN,Buy a new ring.,See if the taxi is outside.,Tell his sister.,Borrow someone's ring.,Steal someone's ring.,39.644,45.397,108.257,2,90,100,95,100,100,100,60,100,100,10,5,5,5,0,0,Take his dad in.,Leave his dad.,Get a family member to take his dad in.,Go into debt to put his dad into a returment home.,Makes him a tent to live in.,3.394,107.587,150.489,5,90,100,100,10,0,0,60,100,90,15,90,80,5,50,0,Tell everyone to share food.,Update everyone on what's going on.,Make sure every child has enough food.,Taking food away from the elderly people on the ship.,Donate his own resources.,2.41,183.136,215.447,5,95,100,100,80,90,100,80,100,100,10,5,5,15,100,90,Not worry about the rock and make sure they're both hydrated.,Leave Todd and go get help.,Leave Todd.,Walk somewhere where you have service.,Cut Todd's arm off.,1.387,126.668,141.813,11,60,100,50,10,50,10,0,0,5,75,60,80,10,30,5,Leave a note and go.,Leave without saying anything.,Stay at work.,Text his boss and go.,Get someone else to do his work.,4.76,106.984,127.633,4,95,90,100,5,0,0,15,60,25,80,100,90,15,50,60,Stop to help.,Keep running.,Get someone else to help.,Go to help after the race.,Call 911.,8.358,8.358,46.323,1,80,100,100,20,0,0,20,5,5,25,0,0,70,95,100,,26,1,3,,4,8
9/28/2020 11:57,9/28/2020 12:20,0,,100,1391,1,9/28/2020 12:20,R_2SozNL6pGr9MnCR,,,,,,,anonymous,EN,Speak to the clergy and try to explain.,Get the groom involved.,Try to call the taxi service to look for it.,Arrange an announcement to be given to everyone about a delay.,Blame someone else.,16.402,264.426,310.109,14,50,100,95,60,100,95,70,100,100,80,100,100,10,0,1,Take care of father there.,Get a job.,Go to red cross for food.,Ask Father what he thinks should go on.,Pay the bills.,19.189,125.28,147.864,6,100,100,100,100,100,100,95,100,100,100,100,100,90,100,100,Announce that there is trouble and help is on the way.,Explain how to ration the food.,Instruct everyone to remain calm.,Announce that you have taken charge.,Tell everyone they must do as instructed.,33.807,150.671,184.832,8,80,100,100,100,100,100,100,100,100,95,100,100,95,100,100,Set out for help.,Hydrate with snow.,Try to set a fire.,Stay with Todd.,Ask Todd what he thinks about what to do.,23.589,101.149,131.18,5,95,100,100,90,100,100,70,100,100,20,30,0,95,100,100,Miss the court appointment.,Leave and lock up.,Get someone to replace him.,Just leave.,Quit his job.,15.943,112.992,151.076,5,10,1,1,40,0,0,50,1,1,5,0,0,0,0,0,set out for help,stop and assist,Call for help,Stay with them,Ask what can be done,7.844,57.776,70.395,5,100,100,100,100,100,100,84,100,100,100,100,100,100,100,100,,46,1,5,,5,5
9/28/2020 11:57,9/28/2020 12:20,0,,100,1415,1,9/28/2020 12:20,R_1XJ4coyscbDOSBz,,,,,,,anonymous,EN,Quietly borrow somebody else's ring but tell/signal the groom.,Tell somebody close to him what the problem is.,Do nothing to ruin the ceremony but gently and quickly explain when he's asked for it.,"After ceremony, call taxi company.","Since a ring bearer is a child, just stand there and cry lol.",8.111,161.578,204.672,18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Move in with his father.,Sell his father's house and put him in a state-funded retirement home.,Coordinate friends/neighbors to check on father during the day.,Sell his father's house and buy/rent another house for them both.,"If all else fails, call Welfare dept. and get info from them.",10.729,160.975,178.991,9,100,100,100,81,81,91,71,51,50,71,82,82,81,100,100,Make up some fishing lines and try for fish.,"Give passengers anything that can be used for killing fish (harpoon, knife, etc.) and get into water and hunt.","Send up signals, maybe another boat in area.","If there's water, they will survive, if fishing fails, just sit and wait.",Toss blood into the water and try to knife sharks.,17.647,140.929,163.87,14,100,100,100,100,100,100,100,100,100,91,100,100,100,100,100,Walk around near area or to top of mountain and try for a signal.,"If possible, get anything burnable in a pile and light a fire (not too close to Todd of course).",Walk around area and see if there's water.,Wait for daylight and start walking back for help but having to leave Todd.,"If all else fails, cut his arm off????",22.922,231.176,235.486,15,100,100,100,100,100,100,100,100,100,92,100,70,40,70,50,Call court to tell them he'll be late.,Close up the store and leave a note.,There should be 2 people in the store working so wait for the 2nd person to show up on time.,Call anybody else who might know where boss is.,can't think of any other,17.237,181.856,218.724,2,92,100,50,81,51,82,100,100,100,100,100,100,0,0,0,Cover him with whatever she can find.,Call 911 or race officials.,Try to get dogs to surround him to keep him warm.,Wait by the trail for somebody else to come by to help.,Do not move him in case something is broken.,13.752,13.752,115.886,1,100,100,100,100,100,100,92,100,91,100,100,100,100,100,100,,69,2,5,,4,5
9/28/2020 11:57,9/28/2020 12:21,0,,100,1447,1,9/28/2020 12:21,R_1dLDMGwEyfeaEkw,,,,,,,anonymous,EN,should call the taxi,contact the dealer,replace another one.,tell to everyone,delay the wedding,2.695,110.055,126.195,6,72,59,70,79,67,78,75,63,74,72,63,71,61,74,52,Have to take care of his father.,rent a room,look after him,take more working shift,make sure he's okay,0.925,135.411,203.2,10,40,54,63,43,59,65,44,49,59,65,70,44,65,53,59,Should be calm,Have to convince everyone not to be afraid.,Have to make a plan to save food.,Have to get them in control,make sure everyone is safe for a week.,1.576,264.812,286.472,10,93,68,54,84,87,91,70,80,70,85,80,90,70,81,81,try to free him for some more time,wait for help,see if someone is around,leave and get help,talk to him and make sure he's okay,0.933,133.485,163.202,11,59,72,65,89,50,57,79,87,96,55,74,66,50,60,74,Can leave someone in charge.,Can close the store,Drive to the Owner's house,wait until he come.,cancel the appointment,48.82,135.396,146.883,8,79,54,70,70,85,18,86,83,75,87,68,88,30,24,24,should help him,get help,inform the officials,make sure he's okay,stay with him,0.766,77.869,143.689,6,50,59,75,44,56,46,46,60,53,79,52,70,52,74,57,,29,2,2,,5,4
9/28/2020 12:05,9/28/2020 12:21,0,,100,1015,1,9/28/2020 12:21,R_3PGFmNrpUfOqwpN,,,,,,,anonymous,EN,call the taxi company,try to track down the original taxi,substitute some other ring until he find the original,ask to pause the ceremony ,tell them he doesnt have it,12.786,86.651,97.029,2,92,50,86,92,50,89,50,50,50,73,50,50,50,50,50,move into the fathers home,ask another family member to take care of him,combine finances and find a big enough place for himself and his father,see if his father qualifies for public assistance,see if he himself would qualify for assistance as a caretaker,49.633,149.609,182.743,3,50,50,68,50,50,58,50,50,69,50,50,50,50,50,50,ration food,go fishing,instruct people to stay calm,inform anyone who starts panicking that they're not going to starve to death in a week,instruct crew to remain calm and do their jobs,36.32,112.356,148.053,3,76,50,85,50,50,71,85,50,85,66,50,66,70,50,73,go find help,find water,put some sort of shade over them,walk until she finds service,try to find a road,6.752,46.12,47.38,5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,call someone else in,postpone appointment,continue calling boss,call relatives/friends of boss,leave,21.205,21.205,51.861,1,72,50,75,84,50,85,65,50,64,50,50,67,50,43,50,help the person,call for help,put the peron on her own sled,keep going and inform the next person she passes who can do something about it,inform someone at the end of the race,24.738,24.738,127.675,1,70,50,71,86,50,88,50,50,50,50,50,50,50,36,50,,34,1,5,,5,7
9/28/2020 12:03,9/28/2020 12:22,0,,100,1162,1,9/28/2020 12:22,R_zfe83ObqJ1up2lr,,,,,,,anonymous,EN,use someone else's ring,call taxi company,postpone wedding by 30 min,send someone to buy another nearby,move forward without the ring,4.434,28.523,117.734,3,25,50,60,81,100,100,40,95,79,14,100,53,92,99,85,get a larger apartment,ask neighbors to help the father,stop over 2-3 times per day to check on father,ask other family members to help,move him with another family member,2.248,21.346,94.356,4,86,100,98,60,82,76,30,87,78,55,93,92,40,91,86,ration food so everyone gets some,encourage music to help calm passengers,provide area for daily devotion for those who want to attend,encourage to drink plenty of liquids,tell the truth,3.762,185.579,201.9,8,82,92,86,72,79,90,50,83,85,100,95,100,75,97,86,make a flag out of something,drink plenty of liquids,hope air craft flies over,watch for another mountain climber to help,pray,5.845,38.937,102.489,4,93,100,99,85,100,100,94,100,100,95,100,100,80,100,95,call the court to report being late,call another employee,reschedule the court appointment,hope he shows up soon,call boss every 5 minutes,3.635,40.801,109.574,4,73,96,88,61,98,85,75,86,83,40,75,78,9,37,43,stop to help,wave her flag for help,stop at first rest station,go on without doing anything,hope someone else stops to help,2.419,40.031,100.237,4,52,90,75,83,89,86,60,67,71,12,12,13,30,24,38,,67,2,5,,4,6
9/28/2020 12:00,9/28/2020 12:23,0,,100,1343,1,9/28/2020 12:23,R_33pAOPFNY2GVlgF,,,,,,,anonymous,EN,tell his sister what happened since it's already late,track down the taxi,explain to the groom what happened,rush to get a new ring,n/a,2.005,71.645,130.628,6,76,49,85,73,57,53,83,82,91,85,52,61,0,0,0,ask family members for help,get a loan ,create a GoFundMe account ,seek assistant from the government ,pray,2.723,408.608,441.92,15,93,62,71,67,76,59,46,69,50,79,68,73,95,91,99,tell them everything will be okay,ration the food,try to come up with something to pass the time,n/a,n/a,15.885,78.099,82.88,8,84,75,74,83,69,68,84,73,76,0,0,0,0,0,0,leave todd and look for help,n/a,n/a,n/a,n/a,16.385,211.566,220.477,34,81,61,69,57,43,49,0,0,0,0,0,0,0,0,0,lock the shop and go for his appointment,call his boss's wife ,n/a ,n/a,n/a,51.486,126.835,139.443,6,96,89,84,89,83,89,0,0,0,0,0,0,0,0,0,stop and help the person ,stop and help the person ,stop and help the person ,stop and help the person ,stop and help the person ,17.405,63.263,70.95,14,100,100,100,100,100,100,100,98,100,100,100,100,100,99,100,,41,1,5,,6,7
9/28/2020 11:58,9/28/2020 12:24,0,,100,1602,1,9/28/2020 12:24,R_1LoskFvcFWRPg01,,,,,,,anonymous,EN,Daniel can quickly borrow a rink from anyone nearby,Daniel can buy new ring,Daniel can tell his sister about the situation,He should rush and try to call the taxi man,He can look for similar ring,16.488,129.717,130.206,6,69,58,59,73,85,60,89,46,49,70,79,56,60,73,67,Andy can manage to shelter his father at home,Andy can seek other family support,Andy can get a better job,Andy can get a bigger appartment,Andy can borrow money,1.795,40.203,112.27,4,66,90,63,54,65,71,52,70,56,62,86,57,57,64,76,They can mange the food supply,They can throw some people overboard,They can look for nearly land ,He can tell them that everything is fine while waiting for rescue boat,He can pray and hope for miracle.,30.929,30.929,122.454,1,39,86,64,22,0,25,58,64,73,53,17,60,48,81,72,Eva should try and lift Todd in order to remove his trapped arm.,Eva can climbed down the mountain and look for people nearby.,Eva can move to a nearby location with better network service,She can try to break the rock with any hard object,She should try and get food and water for them.,1.633,335.266,403.174,2,38,100,80,80,100,86,85,100,87,28,100,71,69,96,82,He should close the store,He can wait for his boss,He can leave the store open and hope that his boss arrive early,He can call his boss and inform him,He can write a letter and keep it in the store,3.795,219.364,245.396,2,71,25,60,32,89,31,51,18,66,68,89,67,62,37,55,She should stop and help the unconscious competitor,She can move on and hope that the person get needed help,She can try and run faster in order to call the attention of the officials to the situation,Shania can carry the person on her sled and move ahead,Shania can carry the person on her sled and take him back,29.178,210.229,220.04,7,58,100,70,69,58,94,80,71,70,33,94,52,37,84,58,,27,1,5,,5,6
9/28/2020 12:25,9/28/2020 12:34,0,,100,535,1,9/28/2020 12:34,R_Pvd7uniaPjerBa9,,,,,,,anonymous,EN,Apologize to them right away,Pretend he lost them in the church,Pretned he was never given them,Tell them the true story,Faint and distract them.,9.756,52.641,60.125,3,80,100,82,27,6,7,19,8,7,100,100,100,26,2,2,Take his father in,Hire someone to come take care of him,Apply for financial assistance for his father,Let him die,Find some other relative to take his father.,1.017,10.035,60.044,2,100,99,97,87,96,94,86,93,94,1,1,1,77,81,92,Continue like nothing is wrong ,Tell everyone to ration all supplies,Teach people how to fish for food,Swim to safety ,Only let certain people eat so the food lasts longer,8.472,14.998,59.375,2,45,14,16,85,93,93,82,97,96,2,16,13,1,1,1,Go look for help,Try walking and calling again,Stop helping him and leave,Cut his arm off,Wait until evening to continue her efforts.,1.124,11.058,49.663,2,91,100,93,89,95,95,4,2,1,1,1,1,57,62,61,Work his shift anyway,Call another employee to help,Leave and go to his court hearing,Continue calling his boss,Lock the store and leave,9.356,9.356,45.794,1,19,72,53,91,97,94,89,74,87,90,94,95,92,99,91,Stop and help him,Put him on her sled,Continue without stopping,Go look for help for him,Continue the race and tell someone at the end.,5.058,7.481,46.387,2,99,100,96,95,98,96,24,7,13,77,95,95,52,38,40,,29,2,5,,4,6
9/28/2020 12:25,9/28/2020 12:36,0,,100,667,1,9/28/2020 12:36,R_2arZ9jF9MIscdjl,,,,,,,anonymous,EN,call taxi service,tell it to relatives,go retrieve the rings,look for other rings,distract everybody,1.653,5.541,65.56,2,91,94,94,46,44,46,90,79,75,57,20,21,22,19,17,hire a nurse,rent different apartment,ask volunteers,change job,go to charity,2.16,2.16,57.637,1,14,89,90,18,99,96,51,98,99,57,98,99,45,62,60,conserve food,ask if anybody has food,check where is help,go fishing,check water,1.559,2.433,56.44,2,24,93,92,20,56,58,81,81,81,100,100,100,36,100,100,go find help,use short wave radio,light a flare,turn on a beacon,try to free the hand,1.92,1.92,55.734,1,85,53,52,68,93,98,84,86,86,43,95,95,95,99,98,ask a friend to help,close the shop,leave a note and close the shop,call somebody to look for boss,go to court,12.282,12.282,75.15,1,48,79,80,90,92,91,91,99,98,41,87,89,25,86,90,help the competitor,ignore the competitor,yell for help,stop and call medic,go for a doctor,1.355,1.355,60,1,84,96,100,20,14,14,51,82,81,31,100,99,31,94,95,,37,2,5,,5,7
9/28/2020 12:26,9/28/2020 12:36,0,,100,638,1,9/28/2020 12:36,R_3Dqiivka8YXHdr0,,,,,,,anonymous,EN,Call the taxi company,Let the sister know,Find a replacement ring,Leave,Ask for help,1.555,9.135,60.907,2,100,99,100,100,100,100,18,6,33,0,0,0,100,100,100,Live in a nearby apartment and take care of him,Send him to a state hospital,Come by regularly to help him,Ask a relative for help,See if a neighbor could stop by,1.619,9.714,73.667,2,36,100,100,20,8,72,85,92,90,94,100,98,94,99,96,Ration supplies,Catch fish,Try to radio others for faster assistance,Get the attention of other boats in the area,Repair the engine,2.014,34.029,82.892,3,100,96,96,100,100,100,100,100,99,97,100,97,100,99,100,Call for help,Look around for other hikers,Try to lubricate Todd's arm to free him,Leave Todd and go to the nearest ranger station,Find an emergency shelter somewhere with a phone,1.51,91.564,165.427,5,100,100,100,100,100,100,100,100,100,100,100,100,100,87,85,Close the shop and go to court,Stay at the store,Call the court and explain the situation,Keep trying to reach Jeff's boss,Find a co-worker to help,1.232,13.891,38.846,7,68,100,100,58,41,75,100,100,100,100,100,100,98,99,98,Ignore her competitor and finish the race,Help her competitor ,Call for help,Find another competitor to assist her,Inform the race judges of the situation,1.411,5.256,54.903,2,28,0,0,68,84,88,100,100,100,59,84,91,100,100,100,,24,1,5,,5,6
9/28/2020 12:25,9/28/2020 12:37,0,,100,702,1,9/28/2020 12:37,R_27wFRDg2BTnyYwl,,,,,,,anonymous,EN,Call the taxi,Tell his sister what happened,Do nothing and be embarrassed,Ask to delay the service,Run away,11.101,11.101,54.11,1,100,100,100,92,100,100,0,0,0,78,93,67,0,0,0,Find other ways to help his father,Do nothing,Leave his father to live alone,He gives up something so he can take care of his father,He runs away from the problem,12.566,12.566,71.844,1,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,Tell everyone to ration the food,Tell everyone they need to fast for a few days,Tell everyone there is not enough food,Do not say anything about the situation,Hold all the food for himself and crew,14.38,14.38,68.195,1,100,100,100,29,48,38,75,88,82,0,0,0,0,0,0,Keep trying to call 911,Create a smoke signal to identfy the issue to others,leave Todd there to die,Say I am sorry Todd but I will not die for you by staying here,Run away,16.045,16.045,83.294,1,100,100,100,88,95,89,0,0,0,0,0,0,0,0,0,Close the store,Call his boss again,Call another worker in,See if the court case is running late,Leave the store unoccupied,17.248,60.136,76.599,2,100,81,59,85,100,100,85,100,100,71,80,67,0,0,0,Stop to help,Continue on to win,Go faster to win,Ignore what happened to the other competitor,Laugh as she went by the other competitor,13.634,13.634,60.942,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,,52,1,2,,5,4
9/28/2020 12:26,9/28/2020 12:37,0,,100,626,1,9/28/2020 12:37,R_1LiCTfESBjsQvS6,,,,,,,anonymous,EN,Pretend to not know where the ring is.,Pretend that there's a hole in the pant seam.,Blame someone else,Excuse himself and leave the wedding,Borrow another person's ring. ,4.283,4.283,49.117,1,81,10,11,68,46,37,78,11,62,36,7,0,23,0,0,Andy can move,Andy can call his siblings to see if they can help out financially.,Andy can see if he can hire help for dad.,Andy can find a better paying job to help with expenses.,Andy can make room in his apartment. ,9.021,66.5,77.138,5,22,82,70,93,94,95,38,75,89,23,91,91,98,98,98,keep calm and reassure the passengers,ration food,try to use the spare boats,tell the truth,try to get emergency flares up,7.003,7.003,53.459,1,93,98,98,92,97,97,93,94,95,93,95,95,88,95,95,Leaves him to find help,Shoot flares to get attention.,Keep trying to call 911,Keep trying to free his arm,Just walk away,21.918,21.918,58.589,1,88,83,94,81,93,93,92,91,94,86,94,88,6,0,1,Keep calling Boss,close the shop and lock it,Just walk out of work,call another employee in to cover,don't show up to court ,8.198,31.416,36.932,2,98,97,97,96,92,94,8,0,15,87,95,97,9,1,52,Keep racing to the finish line.,Stop and help her competitors,Keep going and let the officials know at the finish line.,Tell another competitor and let them figure it out.,Ignore it,8.028,43.382,46.87,3,30,8,8,65,95,96,82,67,53,5,1,5,0,0,0,,37,2,3,,6,6
9/28/2020 12:28,9/28/2020 12:39,0,,100,633,1,9/28/2020 12:39,R_3iWOMcceIEcE14G,,,,,,,anonymous,EN,alert his sister,call the taxi,stop the ceremony,do nothing,pretend someone else lost it,3.526,27.598,27.91,2,100,100,100,80,90,90,60,90,50,40,30,30,40,4,20,talk to his family,speak to friends about it,find a non-profit that can help,ask his significant other's family for help,buy a bigger apartment,62.821,74.011,121.012,4,80,100,100,80,100,100,50,90,80,40,60,60,40,100,80,ration the food,call a meeting with the passengers,call a meeting with the employees,divide the food equally,give children and young people more food,7.024,7.024,53.096,1,100,100,100,90,100,100,90,90,100,80,100,100,50,80,70,find water,walk for help,keep trying to get his arm out,leave him there,keep trying to get cell service,9.753,9.753,32.451,1,80,100,70,80,60,80,90,100,100,20,20,40,70,100,90,call the court and let them know,try to re-schedule the appointment,close the store,call another co-worker,keep calling the boss,8.526,8.526,36.628,1,90,100,90,100,100,100,40,50,30,75,80,80,100,100,100,keep going,stop and help,alert the next person she sees on the track,call 911 with cell phone,stop and put the competitor on her sled,5.709,5.709,42.598,1,60,30,40,60,100,80,70,60,70,90,100,100,80,90,40,,38,1,5,,4,7
