StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_4,S1A1_5,S1A1_6,S1A2_4,S1A2_5,S1A2_6,S1A3_4,S1A3_5,S1A3_6,S1A4_4,S1A4_5,S1A4_6,S1A5_4,S1A5_5,S1A5_6,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,FL_11_DO_Scenario1,FL_11_DO_Scenario2,FL_11_DO_Scenario3,FL_11_DO_Scenario4,FL_11_DO_Scenario5,FL_11_DO_Scenario6
8/21/2020 12:08,8/21/2020 12:17,0,,100,574,1,8/21/2020 12:17,R_R5hDHlF96rWoDuh,,,,,,,anonymous,EN,Reach out to family,Reach out to charities,Reach out to the local community,Start a go fund me,Look into medicine in other countries,13.678,14.199,43.496,2,82,100,100,24,100,100,29,100,100,25,100,100,5,100,100,Call a tow truck,Call a friend for a ride,Get a lyft/uber,Cancel his trip,Abandon his car,10.22,10.22,43.969,1,100,100,100,50,100,100,50,100,100,25,100,100,5,5,5,Recount the money,Ask the staff about it,Add in the own money personally,Ask the staff to chip in,Just leave the money msising,43.744,43.744,72.525,1,100,100,100,76,100,100,30,20,21,5,0,0,82,100,100,Abandon her friend,Wait for her friend outside,Borrow the phone at the gym,Borrow a stranger's phone,Go back to the office to get her phone,6.999,38.338,39.6,2,0,5,0,25,100,100,10,100,100,25,100,85,85,100,100,Call her mom,Tell the teacher she did not bring it,Stay silent and not mention it,Ask if she can turn it in tommorow,Skip class,5.338,5.338,30.488,1,50,100,100,95,100,100,30,96,97,91,100,100,8,1,1,Search for help,Call a rescue crew,Start a fire,Abandon his friends,Huddle up with his friends,14.346,14.346,45.309,1,88,100,100,97,100,100,21,50,51,0,0,0,51,100,84,,27,2,6,biracial,5,5,1,3,2,4,5,6
8/21/2020 12:09,8/21/2020 12:18,0,,100,506,1,8/21/2020 12:18,R_3MtiHDlMjbhDM2y,,,,,,,anonymous,EN,steal the medication,get free health care somewhere,get experimental treatment,work more to get the money,commit crimes to get the money,0.838,35.658,36.376,3,35,62,43,16,93,74,9,70,36,66,98,92,15,19,32,Call a taxi,Call a tow truck,Run to the airport,Hitchhike,Call family for ride,13.488,13.488,34.938,1,77,100,97,94,100,100,27,92,41,43,92,62,92,100,97,put his own money in,report the discrepancy,do nothing,record a false balance,rob a bank to get the money,1.194,6.888,36.311,2,44,89,58,82,100,93,49,61,77,38,32,48,3,0,6,ask to get in for free,buy a temporary pass,sneak in,renew her membership,leave,1.311,35.078,35.327,2,67,72,75,90,100,96,34,19,41,82,100,99,50,71,59,copy someone's homework,ask for an extension,tell the teacher the truth,go home and get the homework,re-do the assignment really quick,44.768,44.768,82.328,1,37,19,55,60,94,78,73,100,92,73,100,95,39,85,74,build a shelter,navigate to safety,stay put and wait for help,make an SOS signal,kill his friend for food,14.474,14.827,69.783,2,66,99,88,74,100,100,84,98,90,56,100,79,3,0,1,,33,1,5,,5,7,6,1,3,2,5,4
8/21/2020 12:10,8/21/2020 12:20,0,,100,607,1,8/21/2020 12:20,R_T7WXKZa3YvIVoHf,,,,,,,anonymous,EN,start a GoFundMe,ask friends for money,ask family for money,let his wife die,steal the medication,0.708,65.034,65.404,6,69,77,73,62,79,68,66,80,75,6,4,19,3,4,4,call his parents to bring a car,call a friend to bring a car,catch another flight,call an Uber,hitchhike,2.33,47.288,65.674,5,79,92,89,90,90,88,49,57,52,63,81,83,21,28,21,put money in the register,ask his friends to add money,tell the manager,pretend he thought all the money was there,quit his job,1.203,57.895,74.281,8,75,100,70,67,76,66,76,87,75,38,7,17,10,52,12,ask a stranger to borrow their phone,try to find her friend outside the gym,renew her membership,go back to work,sneak into the gym,1.374,57.336,69.269,5,84,97,88,65,91,72,48,88,65,68,61,66,22,1,10,call her mom to bring the homework,tell the teacher the truth,copy off a friend's homework,leave school early,make up an excuse,0.688,30.055,33.403,5,73,84,70,69,76,70,53,39,73,23,50,35,21,21,21,call a rescue crew,call parents,stay in the same location,stay together,do not give up hope,3.855,36.069,48.8,5,99,81,96,56,69,65,50,78,58,67,91,63,56,100,57,,40,2,3,,5,5,5,2,3,4,6,1
8/21/2020 12:09,8/21/2020 12:20,0,,100,671,1,8/21/2020 12:20,R_1MRETkq9PStmejI,,,,,,,anonymous,EN,Pull the plug,Ask for a loan,Get help from a friend,Ask if there is another medication,Steal the medication,48.676,48.676,82.399,1,19,10,16,61,76,61,75,84,80,92,91,89,10,16,11,Call a friend,Hitchhike,Walk to the airport,Call an Uber,Call AAA,12.934,12.934,45.314,1,78,73,85,49,76,89,32,87,39,82,91,88,39,77,87,Blame someone else,Put the money in,Tell the manager,Call corporate,Say that he got robbed,12.413,12.413,67.471,1,32,14,24,86,46,69,66,92,74,25,14,20,14,6,14,Renew her membership,Ask if she could just go in once,Call for her friend,Run back to get her phone,Ditch her friend,18.263,76.883,81.286,3,73,86,80,66,78,73,54,84,69,35,95,45,30,19,36,Tell the teacher,Call her mom,Take someone else's,Copy the homework from someone else,Go home,13.763,13.763,50.892,1,66,91,85,88,94,90,28,15,57,37,21,70,37,27,34,Build a fire,Hunt for food,Set up a tent,Huddle up with friends for warmth,Find fruits and berries,13.253,53.322,63.031,3,87,94,92,75,60,88,95,97,96,64,79,73,86,90,86,,20,1,1,,4,6,3,5,6,2,4,1
8/21/2020 12:09,8/21/2020 12:21,0,,100,721,1,8/21/2020 12:21,R_3g4KPZDTucmY8o9,,,,,,,anonymous,EN,Borrow the money for the medication,Ask for the money to be a loan,Sell things to get the money,Get a part time job,Set up a go fund account,33.318,103.388,103.753,2,99,100,99,100,100,100,100,100,100,100,99,100,91,95,97,call tow truck,call friends,call family,leave car,do nothing,19.782,19.782,38.654,1,100,100,100,100,100,99,99,100,100,1,1,1,1,1,1,see where the money is,just replace the money out of his own,let the manager know,ask the other employees,don't worry about it,21.688,59.499,59.825,4,85,93,97,63,60,72,99,99,100,91,89,88,1,1,1,call from the place phone,just wait until the friend comes,ask to renew her membership,leave the place,go back to get phone,19.439,19.439,76.06,1,72,100,92,80,92,98,96,96,99,74,82,89,100,100,100,don't worry about it,call mom to bring it,go back to get it,tell teacher what happened,see if she can bring another day,72.246,119.16,119.461,2,1,1,1,81,88,86,94,97,97,99,100,100,91,91,92,call for help,just get to walking,look for help,pray about it,do nothing at all,20.957,20.957,55.345,1,100,100,100,94,100,99,100,98,99,99,100,99,1,1,1,,34,2,1,,4,3,1,6,3,2,4,5
8/21/2020 12:11,8/21/2020 12:22,0,,100,691,1,8/21/2020 12:22,R_3lEtvBlpIHE9Ooh,,,,,,,anonymous,EN,Steal the medication.,Raise money for the medication. ,Ask a relative to pay for the medication. ,Get new insurance that covers the medication.,Get another job to help pay for the medication.,16.424,64.426,89.689,2,0,0,0,68,100,100,45,100,100,100,100,100,94,100,100,Call a friend to pick him up and take him to the airport.,Hitchhike to the airport.,Call a taxi. ,Call AAA or other insurance company.,Catch the bus.,14.7,54.163,67.475,4,100,100,100,16,100,87,100,100,100,100,100,100,50,100,100,Tell his boss about the missing money. ,Do all the overtime work on his own to make up for the missing money. ,Recount the register to confirm whether the money is missing. ,Look through receipts to determine why the money is missing. ,Replace the money out of his own pocket. ,24.481,80.661,87.676,8,97,100,100,79,100,100,100,100,100,100,100,100,43,100,100,Renew her membership.,Ask if they can play for free.,See if her friend has a membership with buddy passes. ,"Cancel the racquetball game once her friend arrives, and explain. .",Ask her friend to get a membership. ,19.56,66.993,80.084,3,100,100,100,33,50,55,90,100,100,19,98,61,25,100,71,Call her mom and ask her to bring the homework. ,Cheat off of a friend's homework and redo it. ,Redo the homework herself. ,Explain to her teacher that she doesn't have the homework.,Ask the teacher if she can submit it late. ,9.497,9.497,56.887,1,91,100,100,0,0,0,83,100,100,83,100,100,67,90,100,Try to build a fire.,Look for cacti for water. ,Sit in a circle and try to warm each other up by holding each other. ,Look for a body of water that may have fish in it.,Look for other hikers who may have food and water. ,20.666,20.666,85.997,1,100,100,100,47,100,100,100,100,100,76,100,100,100,100,100,,32,2,1,,6,6,2,4,1,6,3,5
8/21/2020 12:08,8/21/2020 12:23,0,,100,897,1,8/21/2020 12:23,R_1opy5XB4K8iD2UP,,,,,,,anonymous,EN,Take out a loan to pay for the medicine.,Buy it using their credit card.,Steal the medicine.,Try crowdfunding online to raise funds for the medicine.,Go without the medicine.,35.145,69.81,72.47,2,60,80,65,75,70,85,30,15,25,75,80,70,40,50,30,Call a taxi.,Call someone to tow his car.,Try to wave down another driver to help with his car.,Move his car somewhere safe.,Call someone to come pick him up.,16.253,74.893,77.426,5,60,70,70,80,90,85,50,65,55,45,85,65,75,70,80,Ask around about the missing money.,Use his own money to fill the register.,Accept it and work overtime.,Speak to the manager and explain what's happened.,Go home early anyway.,9.478,55.347,57.832,4,35,50,30,15,30,20,85,75,75,75,85,75,35,30,50,Ask the person behind the desk to use their phone.,Leave and find a phone to call them on.,Do nothing and explain it later.,Ask if they'll let her in anyway.,Ask the person behind the desk to summon her friend.,2.561,144.225,145.202,3,80,80,75,60,90,70,30,30,25,25,20,15,60,70,40,Ask for an extention.,Try to call or text her mom for help.,Ask another student to let her copy their work.,Lie and say you didn't do it.,Explain what happened to the teacher.,32.837,81.876,85.254,2,70,90,80,60,60,50,70,25,45,25,30,30,90,85,85,Stay where he is and hope rescue finds him.,Use his phone to call for help.,Ration food to last them longer.,Try to collect more food and water from the wild.,Scream for help.,7.962,56.684,59.319,2,70,95,85,75,95,90,65,90,85,40,80,60,70,85,40,,33,2,5,,2,8,6,1,5,4,3,2
8/21/2020 12:08,8/21/2020 12:25,0,,100,1013,1,8/21/2020 12:25,R_2aEqy46XVnqqjok,,,,,,,anonymous,EN,Start a GoFundMe for his wife,Look for other insurance alternatives,Come up with a payment plan to purchase the medication,Seek government assistance such as Medicaid,Purchase the medicine out of country for a cheaper price,13.868,71.834,108.639,3,70,100,40,95,100,80,65,98,85,60,90,75,30,55,25,Call for a taxi/Uber,Simply reschedule his flight,Show up late and hope for the best,Call the airline,"Drive on the shoulder, violating traffic laws",17.707,17.707,87.061,1,70,100,50,95,100,90,75,80,65,100,100,100,10,0,0,Talk to the manager,Look over security footage to determine where the money went,Use his own money to cover the difference,Lie about the total for the day,Do not tell the manager about the disparity,14.64,14.64,138.796,1,68,100,70,30,90,20,5,15,5,30,0,5,10,0,0,Purchase a new membership,Simply not show without letting anyone know,Drive down and let her friends know the situation in person,Go there and leave a message with the staff,Try to get in despite her expired membership,21.066,21.066,99.498,1,80,100,90,40,20,30,45,98,60,15,100,10,25,2,0,Explain the situation,Take another person's assignment as her own,Skip class,Ask to do extra credit instead,Have the mom take a picture to prove to the teacher she did it,0.974,69.525,74.393,2,100,100,100,5,0,0,10,0,5,40,60,50,70,100,50,Try to start a fire,Huddle with the other survivors for warmth,Seek food and water in the forest,Leave a trail/markings so the rescue crew can more easily find them,Seek high ground to better determine where they are,12.101,12.101,131.493,1,100,100,95,100,98,90,52,85,35,30,100,20,25,90,15,,30,1,5,,5,6,1,5,3,4,6,2
8/21/2020 12:13,8/21/2020 12:25,0,,100,681,1,8/21/2020 12:25,R_2BeNz7wwHMKkH8Y,,,,,,,anonymous,EN,Start a fundraiser,Ask family for help,Ask friends for help,Try and see if the medication is cheaper elsewhere,Try and find the medication online.,1.03,42.865,43.695,9,70,100,80,90,100,100,80,100,80,100,100,100,2,30,0,Call a friend,Call a cab/uber,Ask for help from a stranger,Walk to a gastation,Wait for help,0.881,8.338,39.427,2,100,100,100,90,100,100,50,90,80,5,100,90,5,51,20,Recount the money,Check around the register,Ask his coworkers about it,Check the logs of sales,Talk to the manager and ask for help.,1.322,15.731,40.7,3,100,100,100,95,100,100,95,100,100,50,100,95,80,100,90,Renew her membership,Ask the people at the front desk to tell her friend,Ask if she can tell her friend she can't play,Pay for the price of a racquetball game,Go in without paying,1.042,68.322,70.924,8,100,100,100,85,100,50,60,100,90,50,100,20,0,0,0,Call her mom to bring the homework to her.,Go get her homework and be late for the class,Explain to the teacher what happened,Ask for an extension until after class so her mom can bring it to her,Quickly redo the assignment if possible.,1.062,51.281,103.051,4,100,100,100,70,80,100,85,100,99,50,100,90,5,100,80,Attempt to find their way back,Try to get cellphone service,Stay in one spot with what they have,Make noise to alert help,Keep walking till they find a place.,4.732,65.334,67.153,7,80,70,95,100,100,100,50,100,70,100,100,100,20,90,100,,30,1,5,,3,7,6,5,2,3,1,4
8/21/2020 12:09,8/21/2020 12:25,0,,100,996,1,8/21/2020 12:25,R_1mzoUOzWWLx1NXG,,,,,,,anonymous,EN,Ask family for money ,Break in steal the meds,"Get a gun, mask and by force get the meds",Hire a mercenary to get it,Buy a generic drug if possible ,9.862,66.863,84.936,4,100,100,100,4,70,30,0,0,0,6,30,6,75,100,72,Hitchhike,Go by foot,Call help,Wait,Get flight tomorrow ,10.576,32.644,44.016,6,100,98,83,100,93,95,88,94,81,92,73,71,100,100,90,"Take money his own pocket, tell no one, make difference up.",Blame someone else in store.,Admit he screwed up.,Count the totals again to make sure.,Ask for help explain what happened.,23.056,95.139,106.837,5,26,70,51,60,10,30,82,100,74,100,100,100,83,96,82,"Ask the worker, to use her phone to call her friend.",Wait outside her friend will show up.,See if she can afford to renew her membership on the spot.,Tell worker her situation ask for a 1 day free pass.,Go home ditch her friend. Then ghost her.,25.045,157.732,168.952,6,99,100,99,80,100,60,100,100,100,40,100,81,10,5,10,Call mother to bring it,Tell teacher an give it tomorrow ,Blame the mother,Steal a classmates paper an claim it as hers,Stay silent,11.83,71.207,79.693,5,100,100,100,86,100,93,12,7,5,2,1,1,48,59,51,Continue on and see they can get out,Camp out light signal flares,Kill his mates eat them to survive. He is the sole survivor.,Blame his mates fir getting lost.,"Take the map, food, run away an leave him mates. Sole survivor is he.",14.254,105.187,184.744,10,71,64,89,94,96,86,0,0,1,50,35,62,12,8,8,,28,1,5,,5,9,4,6,2,1,5,3
8/21/2020 12:08,8/21/2020 12:25,0,,100,1063,1,8/21/2020 12:25,R_qDWwY8cPGeQbhVT,,,,,,,anonymous,EN,Ask a friend for some money.,Pick up a second job in order to make more money.,Ask the bank for a loan.,Go into their emergency savings fund and use that money.,Accept that they don't have enough money to pay for it and hope for the best.,17.293,86.706,88.938,6,100,100,100,90,100,100,80,100,100,100,100,100,50,100,100,Call an Uber and get his car towed.,Call a friend who is close by for help.,.Flag down a driver for help.,Accept he is not going to make his flight and take care of his car first.,Get his car towed and cancel the flight.,27.278,156.305,175.738,7,70,100,100,95,100,100,55,100,92,71,100,100,70,100,100,Tell the manager what happened.,Use his own money to replace the money.,Tell the staff they have to work overtime. ,Blame it on someone else.,Act like he didn't know the money was missing.,6.628,6.628,61.683,1,100,100,100,38,100,89,54,90,99,46,29,70,48,40,48,Just go and find her friend anyway.,Go back to the office and tell her friend what happened.,Pay for a new membership.,Sneak past the worker and go play racquetball with her friend.,Forget the gym and grab a bite to eat instead.,21.315,62.102,110.642,2,50,70,85,90,100,100,100,100,100,50,60,75,75,100,100,Tell the teacher what happened,Steal someone elses homework,Call her mom to give her the homework,Try to do the homework again,Accept that she does not have her homework,1.468,1.468,56.413,1,100,100,100,48,3,32,92,100,100,46,100,100,71,100,100,Get a hold of the rescue crew anyway and wait it out.,Look for water and food in the wilderness.,"Stay calm, build a campsite and figure out what to do from there.",Ask his friends what they think he should do.,Just accept the fact that they are stuck until someone can help them.,19.582,133.247,218.114,5,100,100,100,100,100,100,85,100,100,100,100,100,86,100,100,,25,2,5,,4,4,1,4,5,3,6,2
8/21/2020 12:08,8/21/2020 12:26,0,,100,1056,1,8/21/2020 12:26,R_sHZtLhbVS1LoXHb,,,,,,,anonymous,EN,Take out a loan.,Borrow the money from family.,Don't get the operation.,Steal the money from someone.,Rob a bank.,2.842,58.825,73.663,3,92,95,92,97,100,97,0,0,0,24,0,0,2,0,0,Call for a taxi. ,Try to hitchhike to the airport.,Call a friend to come pick him up.,Walk the rest of the way.,Decide to cancel his trip.,1.082,85.24,98.182,9,92,100,95,51,50,14,97,100,97,29,50,13,60,100,50,Put his own money into the register.,Make up a reason for why the money is missing.,Try to place the blame on someone else.,Say that he forgot to place the money of a customer into the register.,Borrow the money from a fellow employee.,28.617,130.628,132.852,4,100,95,96,95,90,92,60,0,32,55,50,52,54,50,40,Walk back to work.,Hitchhike,Ask a stranger for a ride.,Ask the staff for a ride.,Steal a bicycle.,23.474,110.892,112.534,5,51,100,50,40,50,25,54,99,49,65,100,63,23,0,0,Tell the teacher that her dog ate her homework.,Mention to the teacher that her mom took it by mistake.,Tell her teacher that she lost it.,Ask for more time to complete her assignment.,Call her mom and have her bring it to school.,1.179,97.521,110.91,5,39,20,13,87,100,92,50,50,24,75,91,85,95,100,95,Keep walking and try to find his way out.,Take a break and think of a plan.,Gather things from the forest for survival.,Ask his friends for advice.,Panic and lose control of himself.,33.684,154.349,160.335,7,94,100,100,91,100,100,85,100,93,95,100,96,52,50,36,,39,1,1,,2,6,5,3,1,6,4,2
8/21/2020 12:09,8/21/2020 12:26,0,,100,1017,1,8/21/2020 12:26,R_3lVJNfFl9AxVMvT,,,,,,,anonymous,EN,ask for help,a loan,friends,grants,family,22,22,73.482,1,62,77,75,72,81,83,74,82,84,76,81,86,70,79,87,catch a uber,lyft,call friend,walk,stay home,1.191,91.639,94.216,5,59,73,73,65,82,82,76,81,81,82,73,89,78,68,88,question employees,ask them to help pay it back,pay it back,take it out someones check,work overtime myself,1.901,158.118,196.175,3,64,83,71,69,69,86,68,79,84,73,81,88,80,72,95,wait for her friend,ask to use a phone,pay for membership,leave ,ask friend for money,1.386,1.386,126.656,1,58,75,62,68,85,73,61,75,75,76,82,80,76,85,89,call her mom,ask for another day,take the f,go and grab it ,turn it in late,1.319,204.343,260.9,3,61,73,73,59,84,79,73,77,82,73,78,83,76,82,88,stay put,make a smoke signal,split up,find water source,unsure,1.133,19.125,64.44,9,62,68,59,65,77,64,63,75,65,62,78,72,72,78,76,,30,1,1,,5,6,3,5,1,2,6,4
8/21/2020 12:17,8/21/2020 12:26,0,,100,554,1,8/21/2020 12:26,R_PuN3IEXeVIm5j8Z,,,,,,,anonymous,EN,see about getting insurance,steal it,pay for it,find another medication,go without,4.015,4.681,34.454,3,83,83,84,29,29,30,64,88,88,89,89,92,67,85,68,call a friend for aride,call an uber,hitchhike,take a bus,call a cab,1.342,1.342,51.261,1,88,86,87,87,85,87,67,68,67,86,86,87,87,86,88,Recount,put money in from his wallet,ask for donations from people,lie,steal from the tip jar,1.445,1.793,56.883,2,95,95,94,14,86,33,45,62,32,41,11,48,12,12,31,sneak in,go home,barrow someones phone,lie to get in,get her phone,1.128,1.128,41.379,1,84,85,85,83,72,80,67,92,67,88,66,90,72,86,71,call her mom,tell the teacher,call in sick,ask for an extension,turn it in late,1.124,1.124,43.066,1,89,89,88,89,89,89,80,57,80,90,89,89,86,86,87,keep hiking,set up camp,go hunting,build a fire,scream real loud,0.757,1.176,38.838,2,73,89,88,73,91,76,75,81,79,84,84,84,13,77,46,,36,1,5,,5,5,3,4,1,6,5,2
8/21/2020 12:11,8/21/2020 12:26,0,,100,935,1,8/21/2020 12:26,R_UPy7Ej6tOr6HKcF,,,,,,,anonymous,EN,dip into savings,put on a credit card,borrow from family,take on another job,look for generic alternatives ,13.673,89.644,99.802,4,85,100,90,100,95,100,60,80,40,80,100,70,100,100,100,call tow truck,call friend,try and repair his vehicle,call a taxi,leave vehicle and hitchhike to airport,7.202,7.202,51.933,1,100,100,100,95,100,100,20,100,70,100,100,95,5,50,10,continue working alone till he found the money discrepancy,let the manager know there is an issue,let everyone continue to find the discrepancy,lie and say it is balanced,add back the money to make it balance,13.072,103.938,104.463,8,60,90,70,30,85,40,40,90,60,5,0,40,50,0,60,use someone else's phone,go anyway and try to get in,leaving without letting her friend know,pay for her new membership,get someone else to play with her friend,10.131,10.131,93.934,1,90,100,95,50,0,60,5,0,20,95,100,95,30,90,30,call mom to bring work to her,be honest and tell teacher the issue,try to redo the assignment,cheat on someones else's paper,lie about what happened,18.243,56.989,79.293,3,85,100,95,95,100,100,60,100,50,30,0,20,15,0,10,settle in and stay where they are,try and get a call out,ration food and water,huddle together for warmth,find open area to make an sos,8.228,64.418,66.616,2,90,100,100,100,100,100,98,100,100,85,100,100,75,100,95,,60,2,5,,3,7,1,5,4,3,2,6
8/21/2020 12:08,8/21/2020 12:26,0,,100,1115,1,8/21/2020 12:27,R_sBSnauaoZlGy9cR,,,,,,,anonymous,EN,Ask her doctor for a generic medication that costs less.,Get a supplemental health insurance.,See if the pharmacy will take a payment plan.,Take the medication every other day to extend it.,Borrow money from family.,84.845,84.845,154.622,1,100,100,100,80,100,97,61,100,42,5,1,2,100,81,100,Call his insurance company and ask for a car to take him to the airport,Call a relative to stay with his car until the tow truck comes and have another relative take him to the airport,Cancel his flight.,Call 911 to have a police officer come down.,Reschedule his flight for another day.,21.261,21.261,162.318,1,41,100,61,100,100,100,100,100,99,49,61,42,100,100,100,Calls the other employees to see if they know where the missing money is.,Asks all employees to chip in for the missing amount.,Puts in the missing amount himself.,Calls the manager to tell them about the missing amount.,Tell the manager that he believes one of the employees stole it.,38.973,38.973,115.148,1,60,100,72,30,57,9,85,100,80,100,100,100,7,0,0,Renew her member ship on the spot.,Wait until her friend gets to the gym to tell her.,Ask to use the gym phone to call her friend.,Ask a gym member to use their phone to call her friend.,Leave the gym and hope her friend doesn't show.,19.755,19.755,91.436,1,100,100,100,54,83,56,100,100,100,58,48,53,19,0,17,Call her mom to bring it to school.,Copy from a friend's assignment.,Confess to the teacher about what happened to her assignment.,Take the bad grade for not handing it in.,Ask her teacher for an extention. ,16.526,16.526,80.406,1,100,100,100,5,0,1,100,100,100,52,100,35,100,100,100,Start to make a shelter.,Build a fire to keep warm.,Build a fall trap in hopes to catch and cook a small creature.,Huddle together with his friends to keep warm.,Send smoke signals with the fire he builds.,26.735,26.735,100.883,1,63,100,52,100,100,100,23,100,27,100,100,100,10,100,16,,57,2,5,,3,5,6,1,4,2,5,3
8/21/2020 12:08,8/21/2020 12:27,0,,100,1111,1,8/21/2020 12:27,R_3LaOucKpORti9RK,,,,,,,anonymous,EN,Take out a loan to cover it,Ask for charity care,Steal it from the pharmacy,Get a new job to get new insurance,Use savings to pay for ir,12.213,12.213,43.082,1,72,75,80,57,72,66,11,5,4,11,52,41,62,83,79,Call AAA,Call the police to get him,Walk there,Hitchhike,Call a friend to come get him,7.641,7.641,29.209,1,72,93,81,50,37,43,30,55,27,45,28,35,74,71,77,Take money from his own pocket,Call his boss and explain,Not say anything,Fib the books,Blame his coworker,8.196,37.933,43.205,2,46,35,31,69,80,72,50,35,42,44,27,33,42,6,40,Wait outside for her friend,Ask the desk attendant to page her friend,Go back to her office,Sneak into the gym,Renew her membership there,15.03,15.03,60.389,1,60,84,74,62,56,61,50,30,40,28,8,20,70,90,83,Explain the situation to her teacher,Cry ,Ask the teacher for an extension,Call her mom to come drop it off,Not say anything ,2.796,2.796,26.989,1,70,87,80,44,44,44,58,42,51,73,87,77,62,46,41,Call a rescue crew,Keep on going,Wait for his friends to say something,Give up and die,Hunt for food,7.461,13.946,42.14,2,66,94,86,60,48,56,57,33,55,27,8,4,31,56,21,,26,2,5,,5,4,3,1,5,2,4,6
8/21/2020 12:13,8/21/2020 12:27,0,,100,832,1,8/21/2020 12:27,R_125bGB6KuucZJFX,,,,,,,anonymous,EN,steal it,pay for it,complain,let her get sicker,pray,50.77,80.993,83.273,6,0,0,8,100,100,100,48,100,49,0,0,1,100,100,50,Thumb a ride,uber it,walk,call aarp,sleep,117.737,117.737,145.978,1,18,70,35,51,100,100,9,100,71,53,100,76,0,100,0,Put money of his own in the register.,Go home.,Look at cameras to see where it went.,recount,tell manager,25.239,82.095,85.599,8,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,"Borrow a phone from the gym,",Go home and call.,Wait for friend.,Start running outside while waiting.,Go get some ice cream.,15.023,62.427,63.403,10,100,100,100,0,100,49,100,100,100,20,100,100,0,100,0,go get it,redo it,tell mom to bring it to her,go without it to class,explain to professor,6.619,6.619,38.635,1,100,100,100,0,100,20,80,100,81,0,100,9,100,100,100,find some water,find some food,write help in the dirt,wait,die,7.481,30.337,34.007,5,100,100,100,100,100,100,100,100,100,100,100,100,0,100,9,,43,2,1,,6,5,3,4,2,1,5,6
