,vignette_name,generation_number,generation_time,response,reflection_score,id
659,scenario2,5,4.751,bathroom break,1.0,R_1mrdT8hIWdQtg8h
660,scenario2,6,3.37,wash hands,1.0,R_1mrdT8hIWdQtg8h
661,scenario2,7,3.183,drink,1.0,R_1mrdT8hIWdQtg8h
662,scenario2,8,8.036,tip server,1.0,R_1mrdT8hIWdQtg8h
663,scenario5,1,4.078,make calls,1.0,R_1mrdT8hIWdQtg8h
664,scenario5,2,3.747,get food,1.0,R_1mrdT8hIWdQtg8h
665,scenario5,3,8.612,short nap,1.0,R_1mrdT8hIWdQtg8h
666,scenario5,4,3.743,get beverage,1.0,R_1mrdT8hIWdQtg8h
667,scenario5,5,3.6,drive around,0.8571428571428571,R_1mrdT8hIWdQtg8h
668,scenario5,6,5.752,listen to radio,1.0,R_1mrdT8hIWdQtg8h
669,scenario5,7,5.7,park somewhere,1.0,R_1mrdT8hIWdQtg8h
670,scenario5,8,6.554,talk a walk,1.0,R_1mrdT8hIWdQtg8h
671,scenario8,1,2.945,push buttons,0.7142857142857143,R_1mrdT8hIWdQtg8h
672,scenario8,2,8.842,make small talk,1.0,R_1mrdT8hIWdQtg8h
673,scenario8,3,4.206,fidget,1.0,R_1mrdT8hIWdQtg8h
674,scenario8,4,6.835,daydream,1.0,R_1mrdT8hIWdQtg8h
675,scenario8,5,3.029,look at phone,1.0,R_1mrdT8hIWdQtg8h
676,scenario8,6,2.38,make calls,1.0,R_1mrdT8hIWdQtg8h
677,scenario8,7,3.535,text people,1.0,R_1mrdT8hIWdQtg8h
678,scenario8,8,3.628,visit social media,1.0,R_1mrdT8hIWdQtg8h
679,scenario1,1,19.342,I could check out the exhibits.,1.0,R_1n0DtBQv5LwRTWE
680,scenario1,2,7.971,I could people watch.,1.0,R_1n0DtBQv5LwRTWE
681,scenario1,3,11.704,I could learn about something new.,1.0,R_1n0DtBQv5LwRTWE
682,scenario1,4,26.913,I could fantasize what it would be like to live in olden times.,0.42857142857142855,R_1n0DtBQv5LwRTWE
683,scenario1,5,20.616,I could wonder about why I can't bring my bag.,1.0,R_1n0DtBQv5LwRTWE
684,scenario1,6,21.025,I could try to count the dinosaur bones.,0.5714285714285714,R_1n0DtBQv5LwRTWE
685,scenario1,7,12.203,I could look for the dining area.,0.14285714285714285,R_1n0DtBQv5LwRTWE
686,scenario1,8,10.107,I could sign up for future tours.,1.0,R_1n0DtBQv5LwRTWE
687,scenario3,1,9.476,I could continue searching for the book.,1.0,R_1n0DtBQv5LwRTWE
688,scenario3,2,8.788,I could say screw it and try to find a different book,0.42857142857142855,R_1n0DtBQv5LwRTWE
689,scenario3,3,11.55,I could study about a different subject,0.42857142857142855,R_1n0DtBQv5LwRTWE
690,scenario3,4,13.097,I could look for the water fountain,1.0,R_1n0DtBQv5LwRTWE
691,scenario3,5,7.044,I could ask the librarian for help,1.0,R_1n0DtBQv5LwRTWE
692,scenario3,6,11.419,I could go on one of the computers instead,0.5714285714285714,R_1n0DtBQv5LwRTWE
693,scenario3,7,17.53,I could find a quiet corner and take a 15 minute nap,0.5714285714285714,R_1n0DtBQv5LwRTWE
694,scenario3,8,10.58,I could imagine I was in a video game and I get a reward for finding the book,0.14285714285714285,R_1n0DtBQv5LwRTWE
695,scenario6,1,7.062,I could use the internet on my phone.,0.42857142857142855,R_1n0DtBQv5LwRTWE
696,scenario6,2,20.809,I could try to get a quick nap without being noticed.,0.5714285714285714,R_1n0DtBQv5LwRTWE
697,scenario6,3,6.541,I could pay attention and study hard.,1.0,R_1n0DtBQv5LwRTWE
698,scenario6,4,14.226,I could try to get to know the person next to me.,0.7142857142857143,R_1n0DtBQv5LwRTWE
699,scenario6,5,6.46,I could eat a snack,0.5714285714285714,R_1n0DtBQv5LwRTWE
700,scenario6,6,15.136,I could doodle on some papers.,0.14285714285714285,R_1n0DtBQv5LwRTWE
701,scenario6,7,14.099,I could prepare for another class later in the day.,1.0,R_1n0DtBQv5LwRTWE
702,scenario6,8,13.893,I could think about some ideas for a future project.,1.0,R_1n0DtBQv5LwRTWE
703,scenario7,1,36.834,I could do some exercises.,0.5714285714285714,R_1n0DtBQv5LwRTWE
704,scenario7,2,21.365,I could slide around the office in a chair if it had wheels on it.,0.14285714285714285,R_1n0DtBQv5LwRTWE
705,scenario7,3,15.735,I could browse the internet.,1.0,R_1n0DtBQv5LwRTWE
706,scenario7,4,6.976,I could take a nap.,0.5714285714285714,R_1n0DtBQv5LwRTWE
707,scenario7,5,20.523,I could brainstorm some ideas for my startup business.,1.0,R_1n0DtBQv5LwRTWE
708,scenario7,6,8.686,I could order some food.,1.0,R_1n0DtBQv5LwRTWE
709,scenario7,7,6.949,I could eat the food I ordered.,0.7142857142857143,R_1n0DtBQv5LwRTWE
710,scenario7,8,5.296,I could watch a movie.,0.42857142857142855,R_1n0DtBQv5LwRTWE
711,scenario2,1,93.846,I could eat,1.0,R_1o2ap7g2BhlvuOP
712,scenario2,2,23.583,Enjoy people's company,1.0,R_1o2ap7g2BhlvuOP
713,scenario2,3,16.867,I could try something new,0.7142857142857143,R_1o2ap7g2BhlvuOP
714,scenario2,4,33.325,I could get me a drink,0.8571428571428571,R_1o2ap7g2BhlvuOP
715,scenario2,5,45.295,Talk to the server,0.8571428571428571,R_1o2ap7g2BhlvuOP
716,scenario2,6,8.713,eat dessert,0.8571428571428571,R_1o2ap7g2BhlvuOP
717,scenario2,7,24.826,meet friends,0.8571428571428571,R_1o2ap7g2BhlvuOP
718,scenario2,8,9.834,meet family there,1.0,R_1o2ap7g2BhlvuOP
719,scenario3,1,9.269,look at books,0.8571428571428571,R_1o2ap7g2BhlvuOP
720,scenario3,2,25.758,read a book,0.8571428571428571,R_1o2ap7g2BhlvuOP
721,scenario3,3,9.232,learn something new,0.8571428571428571,R_1o2ap7g2BhlvuOP
722,scenario3,4,17.766,meet friends,0.7142857142857143,R_1o2ap7g2BhlvuOP
723,scenario3,5,4.506,study,0.8571428571428571,R_1o2ap7g2BhlvuOP
724,scenario3,6,7.948,search for a new book to read,0.8571428571428571,R_1o2ap7g2BhlvuOP
725,scenario3,7,25.019,go on the computer,0.8571428571428571,R_1o2ap7g2BhlvuOP
726,scenario3,8,6.62,have a conversation with the librarian,0.8571428571428571,R_1o2ap7g2BhlvuOP
727,scenario7,1,8.131,listen to music,0.8571428571428571,R_1o2ap7g2BhlvuOP
728,scenario7,2,6.181,get work done,1.0,R_1o2ap7g2BhlvuOP
729,scenario7,3,8.828,relax some,0.7142857142857143,R_1o2ap7g2BhlvuOP
730,scenario7,4,10.177,go on the computer,0.7142857142857143,R_1o2ap7g2BhlvuOP
731,scenario7,5,17.819,order food,0.8571428571428571,R_1o2ap7g2BhlvuOP
732,scenario7,6,61.18,become bored,0.5714285714285714,R_1o2ap7g2BhlvuOP
733,scenario7,7,8.392,become lonely,0.8571428571428571,R_1o2ap7g2BhlvuOP
734,scenario7,8,10.354,call someone,0.7142857142857143,R_1o2ap7g2BhlvuOP
735,scenario8,1,18.066,talk to other people in the elevator,0.8571428571428571,R_1o2ap7g2BhlvuOP
736,scenario8,2,19.188,meet new people,0.8571428571428571,R_1o2ap7g2BhlvuOP
737,scenario8,3,17.121,watch the number of floors go by,0.8571428571428571,R_1o2ap7g2BhlvuOP
738,scenario8,4,12.506,go on my phone,0.8571428571428571,R_1o2ap7g2BhlvuOP
739,scenario8,5,20.888,listen to music,0.8571428571428571,R_1o2ap7g2BhlvuOP
740,scenario8,6,23.926,become claustrophobic,0.5714285714285714,R_1o2ap7g2BhlvuOP
741,scenario8,7,10.921,have a panic attack,0.7142857142857143,R_1o2ap7g2BhlvuOP
742,scenario8,8,5.203,feel nervous,0.5714285714285714,R_1o2ap7g2BhlvuOP
743,scenario3,1,9.818,Continue to go down the aisles looking for a good book.,1.0,R_1pLMwqQyu58FhG2
744,scenario3,2,22.548,Ask the librarian to help you find one.,1.0,R_1pLMwqQyu58FhG2
745,scenario3,3,12.923,"Go on the library's computer for recommendations, to get a good idea of what you want.",1.0,R_1pLMwqQyu58FhG2
746,scenario3,4,15.398,Talk to other patrons.,0.8571428571428571,R_1pLMwqQyu58FhG2
747,scenario3,5,13.438,Go to the magazine wall and read magazines.,1.0,R_1pLMwqQyu58FhG2
748,scenario3,6,46.251,"Take a class. They have them, at least they did before the virus.",0.8571428571428571,R_1pLMwqQyu58FhG2
749,scenario3,7,21.839,Do some work on the computers.  I'm sorry I almost feel like giving up on this survey.  ,1.0,R_1pLMwqQyu58FhG2
750,scenario3,8,21.39,Do research (any kind).,1.0,R_1pLMwqQyu58FhG2
751,scenario4,1,25.896,Say yes to the refreshments.,1.0,R_1pLMwqQyu58FhG2
752,scenario4,2,15.289,Say no to the refreshments.,1.0,R_1pLMwqQyu58FhG2
753,scenario4,3,9.874,Talk to someone that is close to you.,0.7142857142857143,R_1pLMwqQyu58FhG2
754,scenario4,4,9.23,Play video games on your computer.,0.8571428571428571,R_1pLMwqQyu58FhG2
755,scenario4,5,8.262,Watch an inflight movie.,1.0,R_1pLMwqQyu58FhG2
756,scenario4,6,15.258,"Just pay attention to those around you, and the crew.",0.8571428571428571,R_1pLMwqQyu58FhG2
757,scenario4,7,18.668,"Take a nap.  (I feel like quitting, sorry).",1.0,R_1pLMwqQyu58FhG2
758,scenario4,8,5.923,Check your texts.,1.0,R_1pLMwqQyu58FhG2
759,scenario6,1,25.15,Find a good seat away from anyone is the first and most important thing I would do.,0.8571428571428571,R_1pLMwqQyu58FhG2
760,scenario6,2,15.084,Listen to the instructor.,1.0,R_1pLMwqQyu58FhG2
761,scenario6,3,7.993,Take notes as you are listening.,1.0,R_1pLMwqQyu58FhG2
762,scenario6,4,10.652,Take a nap (I've done it).,0.5714285714285714,R_1pLMwqQyu58FhG2
763,scenario6,5,16.885,Don't pay attention at all and look out the window.,0.8571428571428571,R_1pLMwqQyu58FhG2
764,scenario6,6,12.935,Talk to the person closest to you.,0.8571428571428571,R_1pLMwqQyu58FhG2
765,scenario6,7,20.137,"Pretend that I'm paying attention, but think of other things.",0.8571428571428571,R_1pLMwqQyu58FhG2
766,scenario6,8,14.443,Take a test.,1.0,R_1pLMwqQyu58FhG2
767,scenario8,1,49.893,First thing I would do is change my mind and get off of the elevator.  Too many people during a pandemic.  If not I would wear a mask and wash my hands as soon as I could.,0.7142857142857143,R_1pLMwqQyu58FhG2
768,scenario8,2,26.631,"Try my best to get as much space as I can, if that is even possible.",0.5714285714285714,R_1pLMwqQyu58FhG2
769,scenario8,3,13.269,Just take the elevator and deal with it.,0.5714285714285714,R_1pLMwqQyu58FhG2
770,scenario8,4,28.412,"I don't know, get off at an earlier floor?",0.5714285714285714,R_1pLMwqQyu58FhG2
771,scenario8,5,19.47,Look at the floor of the elevator and pray.,1.0,R_1pLMwqQyu58FhG2
772,scenario8,6,24.689,If you don't care about the virus you can talk to people.,0.5714285714285714,R_1pLMwqQyu58FhG2
773,scenario8,7,10.401,Make a call on my cell phone.,0.7142857142857143,R_1pLMwqQyu58FhG2
774,scenario8,8,17.487,Play a quick video game with my smartphone.,0.8571428571428571,R_1pLMwqQyu58FhG2
775,scenario1,1,7.711,check my backpack,1.0,R_1ptjoIFw8Iu1tov
776,scenario1,2,13.092,put the check ticket in my pocket,1.0,R_1ptjoIFw8Iu1tov
777,scenario1,3,7.667,pick up a map of the museum,1.0,R_1ptjoIFw8Iu1tov
778,scenario1,4,10.857,look for interesting exhibits,1.0,R_1ptjoIFw8Iu1tov
779,scenario1,5,8.243,head toward points of interest,1.0,R_1ptjoIFw8Iu1tov
780,scenario1,6,9.834,stay quiet so as to not disturb others,1.0,R_1ptjoIFw8Iu1tov
781,scenario1,7,8.481,admire the exhibits,1.0,R_1ptjoIFw8Iu1tov
782,scenario1,8,8.362,learn some new information,1.0,R_1ptjoIFw8Iu1tov
783,scenario4,1,6.228,ask for a beverage,1.0,R_1ptjoIFw8Iu1tov
784,scenario4,2,7.163,fasten a seatbelt,1.0,R_1ptjoIFw8Iu1tov
785,scenario4,3,5.688,read a book,1.0,R_1ptjoIFw8Iu1tov
786,scenario4,4,3.448,sleep,1.0,R_1ptjoIFw8Iu1tov
787,scenario4,5,19.608,enjoy a snack or beverage,1.0,R_1ptjoIFw8Iu1tov
788,scenario4,6,6.032,watch a video,1.0,R_1ptjoIFw8Iu1tov
789,scenario4,7,8.487,chat with the person next to me,1.0,R_1ptjoIFw8Iu1tov
790,scenario4,8,5.21,look out the window,1.0,R_1ptjoIFw8Iu1tov
791,scenario5,1,12.336,gather materials for the meeting,1.0,R_1ptjoIFw8Iu1tov
792,scenario5,2,18.497,grab a pen and paper for notes,1.0,R_1ptjoIFw8Iu1tov
793,scenario5,3,11.549,find a place to sit in the meeting room,1.0,R_1ptjoIFw8Iu1tov
794,scenario5,4,8.609,head toward the meeting location,1.0,R_1ptjoIFw8Iu1tov
795,scenario5,5,11.233,chat with a fellow member,1.0,R_1ptjoIFw8Iu1tov
796,scenario5,6,24.364,rehearse any statements,1.0,R_1ptjoIFw8Iu1tov
797,scenario5,7,11.523,check your watch to make sure you're on time,1.0,R_1ptjoIFw8Iu1tov
798,scenario5,8,10.148,greet other meeting atttendees,1.0,R_1ptjoIFw8Iu1tov
799,scenario6,1,8.37,take notes on the new material,1.0,R_1ptjoIFw8Iu1tov
800,scenario6,2,17.417,watch the professor for visual aids,1.0,R_1ptjoIFw8Iu1tov
801,scenario6,3,12.496,stay quiet as to not disturb others,1.0,R_1ptjoIFw8Iu1tov
802,scenario6,4,7.956,ask questions,1.0,R_1ptjoIFw8Iu1tov
803,scenario6,5,17.209,ask for clarification on confusing things,1.0,R_1ptjoIFw8Iu1tov
804,scenario6,6,15.079,follow along in a book,1.0,R_1ptjoIFw8Iu1tov
805,scenario6,7,9.033,daydream,1.0,R_1ptjoIFw8Iu1tov
806,scenario6,8,5.241,check my watch,1.0,R_1ptjoIFw8Iu1tov
807,scenario1,1,8.856,check my backpack,0.8571428571428571,R_1rk9AThXrUoDhId
808,scenario1,2,5.466,buy a ticket,0.8571428571428571,R_1rk9AThXrUoDhId
809,scenario1,3,7.301,pick up a brochure,0.8571428571428571,R_1rk9AThXrUoDhId
810,scenario1,4,16.991,look at the map of exhibits,0.8571428571428571,R_1rk9AThXrUoDhId
811,scenario1,5,12.708,explore the museum,1.0,R_1rk9AThXrUoDhId
812,scenario1,6,12.862,find the museum cafe,0.7142857142857143,R_1rk9AThXrUoDhId
813,scenario1,7,9.562,buy something in the gift shop,0.8571428571428571,R_1rk9AThXrUoDhId
814,scenario1,8,9.489,learn about the things in the museum,1.0,R_1rk9AThXrUoDhId
815,scenario3,1,16.871,pick up a book and look through it,1.0,R_1rk9AThXrUoDhId
816,scenario3,2,7.661,look at books suggested in the exhibits,0.8571428571428571,R_1rk9AThXrUoDhId
817,scenario3,3,11.194,check out a book,1.0,R_1rk9AThXrUoDhId
818,scenario3,4,9.019,sit in a chair and read,1.0,R_1rk9AThXrUoDhId
819,scenario3,5,15.013,look something up in the card catalog or computer,1.0,R_1rk9AThXrUoDhId
820,scenario3,6,10.242,ask a librarian for help,0.8571428571428571,R_1rk9AThXrUoDhId
821,scenario3,7,35.055,study,0.8571428571428571,R_1rk9AThXrUoDhId
822,scenario3,8,13.371,browse through the audiobooks,1.0,R_1rk9AThXrUoDhId
823,scenario4,1,8.96,ask for a drink,0.8571428571428571,R_1rk9AThXrUoDhId
824,scenario4,2,17.311,read something,1.0,R_1rk9AThXrUoDhId
825,scenario4,3,16.798,chat to a person sitting nearby,0.8571428571428571,R_1rk9AThXrUoDhId
826,scenario4,4,6.899,take a nap,0.8571428571428571,R_1rk9AThXrUoDhId
827,scenario4,5,12.178,watch the in flight entertainment,0.8571428571428571,R_1rk9AThXrUoDhId
828,scenario4,6,7.441,look out the window,0.8571428571428571,R_1rk9AThXrUoDhId
829,scenario4,7,6.895,listen to music,0.8571428571428571,R_1rk9AThXrUoDhId
830,scenario4,8,7.95,plan my arrival ,0.8571428571428571,R_1rk9AThXrUoDhId
831,scenario7,1,11.555,sit at my desk and work,1.0,R_1rk9AThXrUoDhId
832,scenario7,2,22.445,think about work,0.8571428571428571,R_1rk9AThXrUoDhId
833,scenario7,3,13.19,organize my desk,0.8571428571428571,R_1rk9AThXrUoDhId
834,scenario7,4,9.326,rearrange my office,0.8571428571428571,R_1rk9AThXrUoDhId
835,scenario7,5,8.73,file papers,0.8571428571428571,R_1rk9AThXrUoDhId
836,scenario7,6,4.429,make coffee,0.8571428571428571,R_1rk9AThXrUoDhId
837,scenario7,7,16.062,walk around and stretch my legs,0.8571428571428571,R_1rk9AThXrUoDhId
838,scenario7,8,12.136,look out the window,0.8571428571428571,R_1rk9AThXrUoDhId
839,scenario1,1,13.145,Look at the exhibits,1.0,R_21v20zJEEHivjcG
840,scenario1,2,18.104,Buy a souvenir. ,1.0,R_21v20zJEEHivjcG
841,scenario1,3,5.813,Buy a snack,1.0,R_21v20zJEEHivjcG
842,scenario1,4,5.37,Use the rest room,0.8571428571428571,R_21v20zJEEHivjcG
843,scenario1,5,9.386,Buy a bottle of water,0.8571428571428571,R_21v20zJEEHivjcG
844,scenario1,6,5.632,Watch a TV show,0.8571428571428571,R_21v20zJEEHivjcG
845,scenario1,7,9.185,Sit on the chair,0.8571428571428571,R_21v20zJEEHivjcG
846,scenario1,8,9.035,Read a book.,0.2857142857142857,R_21v20zJEEHivjcG
847,scenario2,1,6.787,Go over the food,1.0,R_21v20zJEEHivjcG
848,scenario2,2,9.75,Choose small portions of everything,0.8571428571428571,R_21v20zJEEHivjcG
849,scenario2,3,11.007,Take larger portions of dishes you like,0.8571428571428571,R_21v20zJEEHivjcG
850,scenario2,4,5.925,Do some work while eating,1.0,R_21v20zJEEHivjcG
851,scenario2,5,6.314,Go to the restroom,1.0,R_21v20zJEEHivjcG
852,scenario2,6,3.729,order a drink,0.8571428571428571,R_21v20zJEEHivjcG
853,scenario2,7,10.188,Watch a show on netflix laptop,0.5714285714285714,R_21v20zJEEHivjcG
854,scenario2,8,12.07,Chat with a stranger,0.5714285714285714,R_21v20zJEEHivjcG
855,scenario5,1,7.321,Grab a drink,0.2857142857142857,R_21v20zJEEHivjcG
856,scenario5,2,6.248,Eat your sandwich,0.14285714285714285,R_21v20zJEEHivjcG
857,scenario5,3,7.584,Use the restroom,1.0,R_21v20zJEEHivjcG
858,scenario5,4,6.135,Call up my wife. ,0.8571428571428571,R_21v20zJEEHivjcG
859,scenario5,5,7.436,Facetime my daughter. ,0.14285714285714285,R_21v20zJEEHivjcG
860,scenario5,6,4.974,Call a client. ,0.14285714285714285,R_21v20zJEEHivjcG
861,scenario5,7,3.927,check email,0.42857142857142855,R_21v20zJEEHivjcG
862,scenario5,8,8.182,check calendars. ,0.7142857142857143,R_21v20zJEEHivjcG
863,scenario7,1,5.476,close my eyes,0.8571428571428571,R_21v20zJEEHivjcG
864,scenario7,2,8.894,Watch a netflix show to keep awake ,0.14285714285714285,R_21v20zJEEHivjcG
865,scenario7,3,4.403,Make a coffee,1.0,R_21v20zJEEHivjcG
866,scenario7,4,3.249,drink tea,1.0,R_21v20zJEEHivjcG
867,scenario7,5,4.966,Microwave dinner,0.8571428571428571,R_21v20zJEEHivjcG
868,scenario7,6,5.355,Work on the project,1.0,R_21v20zJEEHivjcG
869,scenario7,7,4.085,Call your wife,0.8571428571428571,R_21v20zJEEHivjcG
870,scenario7,8,8.232,Schedule next day work,0.2857142857142857,R_21v20zJEEHivjcG
871,scenario1,1,7.604,say no,1.0,R_22Lo9BlToxIk3Hw
872,scenario1,2,21.032,explain my medical disability requires my medical bag at all times,1.0,R_22Lo9BlToxIk3Hw
873,scenario1,3,18.66,suddenly die,0.8571428571428571,R_22Lo9BlToxIk3Hw
874,scenario1,4,14.605,leave the bag and look at art,0.14285714285714285,R_22Lo9BlToxIk3Hw
875,scenario1,5,5.273,leave the museum,1.0,R_22Lo9BlToxIk3Hw
876,scenario1,6,8.649,order coffee in the cafe,1.0,R_22Lo9BlToxIk3Hw
877,scenario1,7,7.719,talk to people,1.0,R_22Lo9BlToxIk3Hw
878,scenario1,8,5.614,get a guided tour,1.0,R_22Lo9BlToxIk3Hw
879,scenario3,1,15.643,research for illustrations in the children's section,1.0,R_22Lo9BlToxIk3Hw
880,scenario3,2,10.675,transfer books from another location via intranet system,1.0,R_22Lo9BlToxIk3Hw
881,scenario3,3,15.442,check out DVDs,1.0,R_22Lo9BlToxIk3Hw
882,scenario3,4,27.251,schedule a visit to tour the private collections,1.0,R_22Lo9BlToxIk3Hw
883,scenario3,5,7.67,cruise through the stacks,1.0,R_22Lo9BlToxIk3Hw
884,scenario3,6,8.441,sneak a puff off my ecigarette while hiding in the bathroom,0.7142857142857143,R_22Lo9BlToxIk3Hw
885,scenario3,7,8.657,listen to live music in the grand hall,1.0,R_22Lo9BlToxIk3Hw
886,scenario3,8,15.061,eat in the restaurant,1.0,R_22Lo9BlToxIk3Hw
887,scenario4,1,4.391,order coffee,1.0,R_22Lo9BlToxIk3Hw
888,scenario4,2,13.227,indulge in a mixed drink to calm my nerves,0.8571428571428571,R_22Lo9BlToxIk3Hw
889,scenario4,3,4.277,listen to music,1.0,R_22Lo9BlToxIk3Hw
890,scenario4,4,11.94,watch a movie or series,1.0,R_22Lo9BlToxIk3Hw
891,scenario4,5,8.082,catch the in-flight movie,1.0,R_22Lo9BlToxIk3Hw
892,scenario4,6,4.078,order a meal,1.0,R_22Lo9BlToxIk3Hw
893,scenario4,7,12.474,ask for a moist towelette ,0.7142857142857143,R_22Lo9BlToxIk3Hw
894,scenario4,8,3.081,sleep,0.8571428571428571,R_22Lo9BlToxIk3Hw
895,scenario6,1,6.595,pay attention,1.0,R_22Lo9BlToxIk3Hw
896,scenario6,2,7.272,take notes on a laptop,1.0,R_22Lo9BlToxIk3Hw
897,scenario6,3,5.037,record the lecture,0.8571428571428571,R_22Lo9BlToxIk3Hw
898,scenario6,4,16.668,take discreet selfies of the projections,0.8571428571428571,R_22Lo9BlToxIk3Hw
899,scenario6,5,7.025,trade notes with another student,1.0,R_22Lo9BlToxIk3Hw
900,scenario6,6,3.476,daydream,0.42857142857142855,R_22Lo9BlToxIk3Hw
901,scenario6,7,2.586,sleep,0.2857142857142857,R_22Lo9BlToxIk3Hw
902,scenario6,8,7.126,stealthily eat a snack,0.42857142857142855,R_22Lo9BlToxIk3Hw
903,scenario1,1,17.764,find a  map of the museum,1.0,R_24BJGFhufjl9UhI
904,scenario1,2,25.513,speak to an employee for recommendations,1.0,R_24BJGFhufjl9UhI
905,scenario1,3,8.134,check out the exhibits,1.0,R_24BJGFhufjl9UhI
906,scenario1,4,12.299,look around the gift shop,1.0,R_24BJGFhufjl9UhI
907,scenario1,5,7.932,use the restroom,1.0,R_24BJGFhufjl9UhI
908,scenario1,6,9.656,chat with other patrons,1.0,R_24BJGFhufjl9UhI
909,scenario1,7,19.737,take photos,1.0,R_24BJGFhufjl9UhI
910,scenario1,8,9.879,learn about new things,1.0,R_24BJGFhufjl9UhI
911,scenario6,1,12.348,take notes,1.0,R_24BJGFhufjl9UhI
912,scenario6,2,7.301,listen to the professor,1.0,R_24BJGFhufjl9UhI
913,scenario6,3,52.079,read the text book,1.0,R_24BJGFhufjl9UhI
914,scenario6,4,6.817,daydream,0.2857142857142857,R_24BJGFhufjl9UhI
915,scenario6,5,11.831,check my phone,0.2857142857142857,R_24BJGFhufjl9UhI
916,scenario6,6,57.612,get on the internet on my phone or laptop,0.14285714285714285,R_24BJGFhufjl9UhI
917,scenario6,7,14.239,talk to a classmate,0.42857142857142855,R_24BJGFhufjl9UhI
918,scenario6,8,7.279,work on homework,0.42857142857142855,R_24BJGFhufjl9UhI
919,scenario7,1,8.433,work on my project,1.0,R_24BJGFhufjl9UhI
920,scenario7,2,13.494,put my feet up on my desk,0.42857142857142855,R_24BJGFhufjl9UhI
921,scenario7,3,14.096,eat a snack,1.0,R_24BJGFhufjl9UhI
922,scenario7,4,14.744,enjoy a cold drink,1.0,R_24BJGFhufjl9UhI
923,scenario7,5,10.184,make a phone call,1.0,R_24BJGFhufjl9UhI
924,scenario7,6,7.495,browse the internet,0.42857142857142855,R_24BJGFhufjl9UhI
925,scenario7,7,14.606,send a text message,1.0,R_24BJGFhufjl9UhI
926,scenario7,8,20.406,research for my project,1.0,R_24BJGFhufjl9UhI
927,scenario8,1,11.711,mind my own business,1.0,R_24BJGFhufjl9UhI
928,scenario8,2,9.798,push the button for my floor,1.0,R_24BJGFhufjl9UhI
929,scenario8,3,28.568,respect everyone's personal space,1.0,R_24BJGFhufjl9UhI
930,scenario8,4,12.282,talk to fellow passengers,0.7142857142857143,R_24BJGFhufjl9UhI
931,scenario8,5,11.761,hum a little tune,0.7142857142857143,R_24BJGFhufjl9UhI
932,scenario8,6,15.92,wait patiently,1.0,R_24BJGFhufjl9UhI
933,scenario8,7,11.108,tap my foot impatiently,0.42857142857142855,R_24BJGFhufjl9UhI
934,scenario8,8,38.643,scroll through my phone,1.0,R_24BJGFhufjl9UhI
935,scenario1,1,8.092,go to the gift shop,1.0,R_27HEXQGC24Mpolu
936,scenario1,2,13.091,check out their art section,1.0,R_27HEXQGC24Mpolu
937,scenario1,3,16.093,see if they have a food court or cafe and relax,1.0,R_27HEXQGC24Mpolu
938,scenario1,4,13.595,walk through different sections to find one you really like,1.0,R_27HEXQGC24Mpolu
939,scenario1,5,11.411,check out the dinosaur fossil section,1.0,R_27HEXQGC24Mpolu
940,scenario1,6,17.123,make small talk with people looking at certain displays,0.8571428571428571,R_27HEXQGC24Mpolu
941,scenario1,7,7.76,take photos if that is allowed,0.8571428571428571,R_27HEXQGC24Mpolu
942,scenario1,8,19.449,leave the museum if you find you are bored and go do something else,1.0,R_27HEXQGC24Mpolu
943,scenario3,1,13.363,find a book and read it at a desk to see if you like it,1.0,R_27HEXQGC24Mpolu
944,scenario3,2,14.646,keep searching for a book to read,1.0,R_27HEXQGC24Mpolu
945,scenario3,3,12.29,decide you don't want to borrow a book and leave,1.0,R_27HEXQGC24Mpolu
946,scenario3,4,14.475,find a few books you like and check them out to read at home,1.0,R_27HEXQGC24Mpolu
947,scenario3,5,10.683,keep browsing through the aisles,1.0,R_27HEXQGC24Mpolu
948,scenario3,6,22.16,ask the librarian if they recommend a certain book genre,1.0,R_27HEXQGC24Mpolu
949,scenario3,7,9.08,use the internet if that particular library has it,1.0,R_27HEXQGC24Mpolu
950,scenario3,8,15.344,watch what other people are doing,0.8571428571428571,R_27HEXQGC24Mpolu
951,scenario5,1,4.761,grab a coffee,1.0,R_27HEXQGC24Mpolu
952,scenario5,2,5.568,use the bathroom,1.0,R_27HEXQGC24Mpolu
953,scenario5,3,10.369,make small talk with coworkers,1.0,R_27HEXQGC24Mpolu
954,scenario5,4,4.924,get a drink of water,1.0,R_27HEXQGC24Mpolu
955,scenario5,5,13.568,double check in the bathroom mirror that you look presentable,1.0,R_27HEXQGC24Mpolu
956,scenario5,6,8.15,review the materials you will be presenting,1.0,R_27HEXQGC24Mpolu
957,scenario5,7,8.544,get coworker opinion on your presentation,0.8571428571428571,R_27HEXQGC24Mpolu
958,scenario5,8,12.707,do absolutely nothing for a few minutes to relax,1.0,R_27HEXQGC24Mpolu
959,scenario7,1,4.645,play loud music,0.7142857142857143,R_27HEXQGC24Mpolu
960,scenario7,2,11.347,search the internet since no one is watching,0.5714285714285714,R_27HEXQGC24Mpolu
961,scenario7,3,5.032,make a personal phone call,1.0,R_27HEXQGC24Mpolu
962,scenario7,4,9.117,continue working hard so you can go home,1.0,R_27HEXQGC24Mpolu
963,scenario7,5,6.965,have a snack at your desk,1.0,R_27HEXQGC24Mpolu
964,scenario7,6,10.189,grab some coffee to keep up your energy,1.0,R_27HEXQGC24Mpolu
