rowNo,type,stimFormat,condition1,condition2,ITI,random,randomBlock,responseType,head,required,responseOptions,pageName,pageBreak,ITI_ms,timestamp,response,RT,correct,responseCode,GMT_timestamp,local_timestamp,link,id,age,sex,education,handedness,completionCode
38,form,word,Erica,NA,NA,NA,6,box,Answer 6,NA,NA,"You are leaving the mall on a hot summer day. In the parking lot, you notice a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.<br><br>In this situation, what are some things you could do?",1,NA,487532,NA,15106,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
15,form,word,Mary,NA,NA,NA,3,box,Answer 1,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,505888,Talk to my lecturer,17831,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
16,form,word,Mary,NA,NA,NA,3,box,Answer 2,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,505888,Get an extension,17831,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
17,form,word,Mary,NA,NA,NA,3,box,Answer 3,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,505888,Call mom,17831,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
18,form,word,Mary,NA,NA,NA,3,box,Answer 4,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,505888,NA,17831,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
19,form,word,Mary,NA,NA,NA,3,box,Answer 5,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,505888,NA,17831,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
20,form,word,Mary,NA,NA,NA,3,box,Answer 6,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",1,NA,505888,NA,17831,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
27,form,word,Cameron,NA,NA,NA,5,box,Answer 1,1,NA,"You are filling up your car at a gas station on your way home from work when a woman approaches you to ask for a ride to a nearby city. The city is in the same direction as your house but it’s 10 miles further than you had planned to go.<br><br>In this situation, what are some things you could do?",NA,NA,534541,Give her the lift,28139,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
28,form,word,Cameron,NA,NA,NA,5,box,Answer 2,1,NA,"You are filling up your car at a gas station on your way home from work when a woman approaches you to ask for a ride to a nearby city. The city is in the same direction as your house but it’s 10 miles further than you had planned to go.<br><br>In this situation, what are some things you could do?",NA,NA,534541,Say sorry,28139,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
29,form,word,Cameron,NA,NA,NA,5,box,Answer 3,1,NA,"You are filling up your car at a gas station on your way home from work when a woman approaches you to ask for a ride to a nearby city. The city is in the same direction as your house but it’s 10 miles further than you had planned to go.<br><br>In this situation, what are some things you could do?",NA,NA,534541,Drop her closest to my home,28139,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
30,form,word,Cameron,NA,NA,NA,5,box,Answer 4,NA,NA,"You are filling up your car at a gas station on your way home from work when a woman approaches you to ask for a ride to a nearby city. The city is in the same direction as your house but it’s 10 miles further than you had planned to go.<br><br>In this situation, what are some things you could do?",NA,NA,534541,NA,28139,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
31,form,word,Cameron,NA,NA,NA,5,box,Answer 5,NA,NA,"You are filling up your car at a gas station on your way home from work when a woman approaches you to ask for a ride to a nearby city. The city is in the same direction as your house but it’s 10 miles further than you had planned to go.<br><br>In this situation, what are some things you could do?",NA,NA,534541,NA,28139,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
32,form,word,Cameron,NA,NA,NA,5,box,Answer 6,NA,NA,"You are filling up your car at a gas station on your way home from work when a woman approaches you to ask for a ride to a nearby city. The city is in the same direction as your house but it’s 10 miles further than you had planned to go.<br><br>In this situation, what are some things you could do?",1,NA,534541,NA,28139,0,NA,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
66,form,word,BDI,Pessimism,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I am not discouraged about my future.;I feel more discouraged about my future than I used to be.;I do not expect things to work out for me.;I feel my future is hopeless and will only get worse.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I am not discouraged about my future.,49133,0,1,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
84,form,word,BDI,Loss of Interest in Sex,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I have not noticed any recent change in my interest in sex.;I am less interested in sex than I used to be.;I am much less interested in sex now.;I have lost interest in sex completely.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I am less interested in sex than I used to be.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
67,form,word,BDI,Past Failure,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,"I do not feel like a failure.;I feel more discouraged about my future than I used to;As I look back, I see a lot of failures.;I feel I am a total failure as a person",Please select the statement that is most accurate in your experience.,NA,NA,590404,I do not feel like a failure.,49133,0,1,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
77,form,word,BDI,Worthlessness,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I do not feel I am worthless.;I don't consider myself as worthwhile and useful as I used to.;I feel more worthless as compared to other people.;I feel utterly worthless.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I do not feel I am worthless.,49133,0,1,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
75,form,word,BDI,Loss of Interest,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I have not lost interest in other people or activities.;I am less interested in other people or things than before.;I have lost most of my interest in other people or things.;It's hard to get interested in anything.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I am less interested in other people or things than before.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
69,form,word,BDI,Guilty Feelings,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I don't feel particularly guilty.;I feel guilty over many things I have done or should have done.;I feel quite guilty most of the time.;I feel guilty all of the time.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I feel guilty over many things I have done or should have done.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
76,form,word,BDI,Indecisiveness,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I make decisions about as well as ever.;I find it more difficult to make decisions than usual.;have much greater difficulty in making decisions than I used to.;I have trouble making any decisions.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I find it more difficult to make decisions than usual.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
82,form,word,BDI,Concentration Difficulty,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I can concentrate as well as ever.;I can't concentrate as well as usual.;It's hard to keep my mind on anything for very long.;I find I can't concentrate on anything.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I can't concentrate as well as usual.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
78,form,word,BDI,Loss of Energy,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I have as much energy as ever.;I have less energy than I used to have.;I don't have enough energy to do very much.;I don't have enough energy to do anything.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I have less energy than I used to have.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
70,form,word,BDI,Punishment Feelings,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I don't feel I am being punished.;I feel I may be punished.;I expect to be punished.; I feel I am being punished.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I feel I may be punished.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
79,form,word,BDI,Changes in Sleeping Pattern,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I have not experienced any change in my sleeping pattern.;I sleep somewhat more than usual.;I sleep somewhat less than usual.;I sleep a lot more than usual.;I sleep a lot less than usual.;I sleep most of the day.;I wake up 1-2 hours early and can't get back to sleep.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I sleep somewhat more than usual.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
65,form,word,BDI,Sadness,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I do not feel sad.;I feel sad much of the time.;I am sad all the time.;I am so sad or unhappy I can't stand it.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I do not feel sad.,49133,0,1,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
81,form,word,BDI,Changes in Appetite,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I have not experienced any change in my appetite.;My appetite is somewhat less than usual.;My appetite is somewhat greater than usual.;My appetite is much less than before.;My appetite is much greater than usual.;I have no appetite at all.;I crave food all the time.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I have not experienced any change in my appetite.,49133,0,1,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
72,form,word,BDI,Self Criticalness,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I don't criticize or blame myself more than usual.;I am more critical of myself than I used to be.;I criticize myself for all of my faults.;I blame myself for everything bad that happens.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I don't criticize or blame myself more than usual.,49133,0,1,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
80,form,word,BDI,Irratability,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I am no more irritable than usual.;I am more irritable than usual.;I am much more irritable than usual.;I am irritable all the time.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I am more irritable than usual.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
83,form,word,BDI,Tiredness or Fatigue,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I am no more tired or fatigued than usual.;I get more tired or fatigued more easily than usual.;I am too tired or fatigued to do a lot of the things I used to do.;I am too tired or fatigued to do most of the things I used to do.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I get more tired or fatigued more easily than usual.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
68,form,word,BDI,Loss of Pleasure,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I get as much pleasure as I ever did from the things I enjoy.;I don't enjoy things as much as I used to.;I get very little pleasure from the things I used to enjoy.;I can't get any pleasure from the things I used to enjoy.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I don't enjoy things as much as I used to.,49133,0,2,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
71,form,word,BDI,Self Dislike,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I feel the same about myself as ever.;I have lost confidence in myself.;I am disappointed in myself.;I dislike myself.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I feel the same about myself as ever.,49133,0,1,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
74,form,word,BDI,Agitation,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I am no more restless or wound up than usual.;I feel more restless or wound up than usual.;I am so restless or agitated that it's hard to stay still.;I am so restless or agitated that I have to keep moving or doing something.,Please select the statement that is most accurate in your experience.,NA,NA,590404,I am no more restless or wound up than usual.,49133,0,1,2021-08-26_17:22:44,2021-08-26_13:22:44,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A1SOFLJOEQB591&assignmentId=3WYP994K1BXS459CL04HBZOGNCO6Y7&a=K9YW4&tp_a=K9YW4&b=3WYP994K1BXS459CL04HBZOGNCO6Y7&tp_b=3WYP994K1BXS459CL04HBZOGNCO6Y7&c=315514&tp_c=315514,A1SOFLJOEQB591,43,male,Master/Doctorate,right-handed,r2vqlexjUseACLcB
