,vignette_name,generation_number,generation_time,response,reflection_score,id
2434,Darya,6,0,scream fire!,0,3yShlLIAg5MekwWm
2435,Eva,1,0,scream for help,0,3yShlLIAg5MekwWm
2436,Eva,2,0,leave to seek help,0,3yShlLIAg5MekwWm
2437,Eva,3,0,look for something to cover her with,0,3yShlLIAg5MekwWm
2438,Eva,4,0,pray for rain,0,3yShlLIAg5MekwWm
2439,Eva,5,0,drink blood/urine,0,3yShlLIAg5MekwWm
2440,Eva,6,0,amputate,0,3yShlLIAg5MekwWm
2441,Heinz,1,0,pay for it myself,0,3yShlLIAg5MekwWm
2442,Heinz,2,0,steal money for it,0,3yShlLIAg5MekwWm
2443,Heinz,3,0,ask for donations,0,3yShlLIAg5MekwWm
2444,Heinz,4,0,ask doctors for options,0,3yShlLIAg5MekwWm
2445,Heinz,5,0,ask about generics,0,3yShlLIAg5MekwWm
2446,Heinz,6,0,ask govt for help/advise,0,3yShlLIAg5MekwWm
2447,Jeff,1,0,lock  the store and leave,0,3yShlLIAg5MekwWm
2448,Jeff,2,0,ask a trustworthy customer to watch the place,0,3yShlLIAg5MekwWm
2449,Jeff,3,0,call the police,0,3yShlLIAg5MekwWm
2450,Jeff,4,0,call the court,0,3yShlLIAg5MekwWm
2451,Jeff,5,0,call the lawyer,0,3yShlLIAg5MekwWm
2452,Jeff,6,0,set the store alarm off,0,3yShlLIAg5MekwWm
2453,Mary,1,0,explain situation,0,3yShlLIAg5MekwWm
2454,Mary,2,0,call Mom,0,3yShlLIAg5MekwWm
2455,Mary,3,0,lose credit,0,3yShlLIAg5MekwWm
2456,Mary,4,0,copy someone elses,0,3yShlLIAg5MekwWm
2457,Mary,5,0,ask for a reprieve,0,3yShlLIAg5MekwWm
2458,Mary,6,0,offer bribe,0,3yShlLIAg5MekwWm
2459,Cameron,1,0,give her the ride,0,3yShlLIAg5MekwWm
2460,Cameron,2,0,tell her no,0,3yShlLIAg5MekwWm
2461,Cameron,3,0,take her to the road and hitchhike a car for her,0,3yShlLIAg5MekwWm
2462,Cameron,4,0,call home ask if it's ok and say I'll be late,0,3yShlLIAg5MekwWm
2463,Cameron,5,0,call police,0,3yShlLIAg5MekwWm
2464,Cameron,6,0,let her take my car,0,3yShlLIAg5MekwWm
2465,Mary,1,0,Do the homework again.,0,pgxZpJeqYScIyudf
2466,Mary,2,0,Ask the teacher for an extra day to turn it in.,0,pgxZpJeqYScIyudf
2467,Mary,3,0,Call Mom to bring it to me.,0,pgxZpJeqYScIyudf
2468,Mary,4,0,Just not turn anything in and get no credit.,0,pgxZpJeqYScIyudf
2469,Mary,5,0,Ask a friend to copy from theirs.,0,pgxZpJeqYScIyudf
2470,Mary,6,0,Have the teacher call Mom to prove what happened.,0,pgxZpJeqYScIyudf
2471,Brian,1,0,Count it again.,0,pgxZpJeqYScIyudf
2472,Brian,2,0,Pay it yourself.,0,pgxZpJeqYScIyudf
2473,Brian,3,0,Tell the manager.,0,pgxZpJeqYScIyudf
2474,Brian,4,0,Find the money.,0,pgxZpJeqYScIyudf
2475,Brian,5,0,Ask other employees to help replace it.,0,pgxZpJeqYScIyudf
2476,Brian,6,0,Have someone else count in case you made a mistake.,0,pgxZpJeqYScIyudf
2477,Eva,1,0,Move to higher ground to call for help.,0,pgxZpJeqYScIyudf
2478,Eva,2,0,Keep trying to help.,0,pgxZpJeqYScIyudf
2479,Eva,3,0,Shade the friend and go find help.,0,pgxZpJeqYScIyudf
2480,Eva,4,0,Find some water and then keep helping.,0,pgxZpJeqYScIyudf
2481,Eva,5,0,Yell for anyone nearby.,0,pgxZpJeqYScIyudf
2482,Eva,6,0,Stay close and keep trying the phone.,0,pgxZpJeqYScIyudf
2483,Cameron,1,0,Ask her for a few dollars for gas and take her.,0,pgxZpJeqYScIyudf
2484,Cameron,2,0,Tell her you can't help.,0,pgxZpJeqYScIyudf
2485,Cameron,3,0,Drive her to another gas station near your home so she can maybe find someone to take her the rest of the way.,0,pgxZpJeqYScIyudf
2486,Cameron,4,0,Call her a cab.,0,pgxZpJeqYScIyudf
2487,Cameron,5,0,Take her to where she needs to go for free.,0,pgxZpJeqYScIyudf
2488,Cameron,6,0,Help her find someone else that can drive her.,0,pgxZpJeqYScIyudf
2489,Andy,1,0,Move in with Dad.,0,pgxZpJeqYScIyudf
2490,Andy,2,0,Make room for him in my apartment.,0,pgxZpJeqYScIyudf
2491,Andy,3,0,Help him find somewhere else to go.,0,pgxZpJeqYScIyudf
2492,Andy,4,0,Help him find a friend that can help him.,0,pgxZpJeqYScIyudf
2493,Andy,5,0,Visit frequently to make sure he's okay.,0,pgxZpJeqYScIyudf
2494,Andy,6,0,Find an affordable home care person.,0,pgxZpJeqYScIyudf
2495,Heinz,1,0,Pay with a credit card.,0,pgxZpJeqYScIyudf
2496,Heinz,2,0,Ask family for help with the cost.,0,pgxZpJeqYScIyudf
2497,Heinz,3,0,Ask the doctor if there's a cheaper option.,0,pgxZpJeqYScIyudf
2498,Heinz,4,0,Ask to pay for the medicine in monthly payments.,0,pgxZpJeqYScIyudf
2499,Heinz,5,0,Hope they do okay without it.,0,pgxZpJeqYScIyudf
2500,Heinz,6,0,Contact a charity for help.,0,pgxZpJeqYScIyudf
2501,Erica,1,0,Call 911.,0,pgxZpJeqYScIyudf
2502,Erica,2,0,Break a window to get the dog out.,0,pgxZpJeqYScIyudf
2503,Erica,3,0,Find the owner.,0,pgxZpJeqYScIyudf
2504,Erica,4,0,Check the doors to see if any are open.,0,pgxZpJeqYScIyudf
2505,Erica,5,0,Try to calm the dog while waiting for help.,0,pgxZpJeqYScIyudf
2506,Erica,6,0,Go back in the mall and tell security.,0,pgxZpJeqYScIyudf
2507,Daniel,1,0,Call the taxi company to get it brought to you.,0,pgxZpJeqYScIyudf
2508,Daniel,2,0,Apologize and then leave to find it.,0,pgxZpJeqYScIyudf
2509,Daniel,3,0,Offer to replace the rings.,0,pgxZpJeqYScIyudf
2510,Daniel,4,0,Make temporary rings out of flowers or other available things.,0,pgxZpJeqYScIyudf
2511,Daniel,5,0,Ask someone to drive you to the taxi company headquarters.,0,pgxZpJeqYScIyudf
2512,Daniel,6,0,Be very embarrassed and hope they aren't too angry.,0,pgxZpJeqYScIyudf
2513,Jeff,1,0,Close the store and leave a message for the owner.,0,pgxZpJeqYScIyudf
2514,Jeff,2,0,Call the court to explain.,0,pgxZpJeqYScIyudf
2515,Jeff,3,0,Have another worker come in to work to replace you.,0,pgxZpJeqYScIyudf
2516,Jeff,4,0,Keep calling the owner until they answer.,0,pgxZpJeqYScIyudf
2517,Jeff,5,0,Find out if the court appearance can be delayed.,0,pgxZpJeqYScIyudf
2518,Jeff,6,0,Ask someone to go check on the owner.,0,pgxZpJeqYScIyudf
2519,Darya,1,0,Have him buy another ticket.,0,pgxZpJeqYScIyudf
2520,Darya,2,0,Go in without him.,0,pgxZpJeqYScIyudf
2521,Darya,3,0,Leave with him and go another time.,0,pgxZpJeqYScIyudf
2522,Darya,4,0,Try to get him in after explaining what happened.,0,pgxZpJeqYScIyudf
2523,Darya,5,0,Try not to tease him about it.,0,pgxZpJeqYScIyudf
2524,Darya,6,0,Help him sneak into the concert.,0,pgxZpJeqYScIyudf
2525,Darya,1,0,Try to buy a ticket online.,0,eyRMIw8VDOQBha1b
2526,Darya,2,0,Try to find a scalper to sell him a ticket.,0,eyRMIw8VDOQBha1b
2527,Darya,3,0,Go to dinner instead.,0,eyRMIw8VDOQBha1b
2528,Darya,4,0,See if a roommate can drive the ticket to us.,0,eyRMIw8VDOQBha1b
2529,Darya,5,0,Ask Ted to wait in the car for us.,0,eyRMIw8VDOQBha1b
2530,Darya,6,0,Try to sneak Ted in.,0,eyRMIw8VDOQBha1b
2531,Mary,1,0,Call Mom to drive the assignment over to me.,0,eyRMIw8VDOQBha1b
2532,Mary,2,0,Ask the teacher for an extension.,0,eyRMIw8VDOQBha1b
2533,Mary,3,0,See if I can redo the assignment really quickly.,0,eyRMIw8VDOQBha1b
2534,Mary,4,0,Not turn anything in.,0,eyRMIw8VDOQBha1b
2535,Mary,5,0,Skip class and say I was sick.,0,eyRMIw8VDOQBha1b
2536,Mary,6,0,Apologize to the teacher and take an incomplete for the assignment.,0,eyRMIw8VDOQBha1b
2537,Heinz,1,0,See if the drug manufacture offers medication for low income people.,0,eyRMIw8VDOQBha1b
2538,Heinz,2,0,Ask the doctor for alternative medications.,0,eyRMIw8VDOQBha1b
2539,Heinz,3,0,Not take the meds and watch him get sicker.,0,eyRMIw8VDOQBha1b
2540,Heinz,4,0,Ask friends if they have any ideas.,0,eyRMIw8VDOQBha1b
2541,Heinz,5,0,Take only have of the medication each day.,0,eyRMIw8VDOQBha1b
2542,Heinz,6,0,See if there are black market drugs that will be cheaper.,0,eyRMIw8VDOQBha1b
2543,Daniel,1,0,Call the taxi company and find out where the taxi is right now.,0,eyRMIw8VDOQBha1b
2544,Daniel,2,0,Use someone else's ring until I get the real one back.,0,eyRMIw8VDOQBha1b
2545,Daniel,3,0,Make a ring out of twigs and leaves.,0,eyRMIw8VDOQBha1b
2546,Daniel,4,0,Apologize and let them figure out what they want to do.,0,eyRMIw8VDOQBha1b
2547,Daniel,5,0,Loan them one of my rings.,0,eyRMIw8VDOQBha1b
2548,Daniel,6,0,Pretend it was someone else's responsibility and pretend I have no idea.,0,eyRMIw8VDOQBha1b
2549,Eva,1,0,Yell at the top of my lungs.,0,eyRMIw8VDOQBha1b
2550,Eva,2,0,Hike up the trail and try to find someone else.,0,eyRMIw8VDOQBha1b
2551,Eva,3,0,Climb higher to get more cell reception.,0,eyRMIw8VDOQBha1b
2552,Eva,4,0,Hack her arm off with a sharp rock.,0,eyRMIw8VDOQBha1b
2553,Eva,5,0,Leave her since it was her own fault.,0,eyRMIw8VDOQBha1b
2554,Eva,6,0,Go look for a stream of water then try to figure out what to do about the arm.,0,eyRMIw8VDOQBha1b
2555,Jeff,1,0,Lock the doors and leave.,0,eyRMIw8VDOQBha1b
2556,Jeff,2,0,Call another employee to fill in.,0,eyRMIw8VDOQBha1b
2557,Jeff,3,0,Call the courthouse and try to move the date.,0,eyRMIw8VDOQBha1b
2558,Jeff,4,0,Just leave since my shift is over.,0,eyRMIw8VDOQBha1b
2559,Jeff,5,0,Call the boss' house and speak to his wife.,0,eyRMIw8VDOQBha1b
2560,Jeff,6,0,Go to the courthouse late and try to explain.,0,eyRMIw8VDOQBha1b
2561,Andy,1,0,Call social services for ideas.,0,eyRMIw8VDOQBha1b
2562,Andy,2,0,See if the retirement home offers help for low income people.,0,eyRMIw8VDOQBha1b
2563,Andy,3,0,Move to a bigger place and have him live with me.,0,eyRMIw8VDOQBha1b
2564,Andy,4,0,Move into his house.,0,eyRMIw8VDOQBha1b
2565,Andy,5,0,Tell a sibling to take care of it.,0,eyRMIw8VDOQBha1b
2566,Andy,6,0,Let him worry about himself.,0,eyRMIw8VDOQBha1b
2567,Erica,1,0,Call 911.,0,eyRMIw8VDOQBha1b
2568,Erica,2,0,Call the mall security.,0,eyRMIw8VDOQBha1b
2569,Erica,3,0,Break a window.,0,eyRMIw8VDOQBha1b
2570,Erica,4,0,Talk to the dog through the window to keep him calm.,0,eyRMIw8VDOQBha1b
2571,Erica,5,0,Ask passerby's what I should do.,0,eyRMIw8VDOQBha1b
2572,Erica,6,0,Ask the mall customer service people to make an announcement with the license plate number.,0,eyRMIw8VDOQBha1b
2573,Brian,1,0,Put my own money in the till.,0,eyRMIw8VDOQBha1b
2574,Brian,2,0,Call the manager for help.,0,eyRMIw8VDOQBha1b
2575,Brian,3,0,Recount the money.,0,eyRMIw8VDOQBha1b
2576,Brian,4,0,Charge everyone an extra few dollars to make up the difference.,0,eyRMIw8VDOQBha1b
2577,Brian,5,0,Ask my co-workers if they know anything about the missing money.,0,eyRMIw8VDOQBha1b
2578,Brian,6,0,Tell my manager I can't work overtime.,0,eyRMIw8VDOQBha1b
2579,Cameron,1,0,Say no and drive away.,0,eyRMIw8VDOQBha1b
2580,Cameron,2,0,Give her money for a cab.,0,eyRMIw8VDOQBha1b
2581,Cameron,3,0,Offer her a ride.,0,eyRMIw8VDOQBha1b
2582,Cameron,4,0,Tell her where the bus stop is.,0,eyRMIw8VDOQBha1b
2583,Cameron,5,0,Ask someone else if they can take her.,0,eyRMIw8VDOQBha1b
2584,Cameron,6,0,Take her only as far as I'm going.,0,eyRMIw8VDOQBha1b
2585,Brian,1,0,Recount the drawer.,0,CYGqNiJvw9IVNzNx
2586,Brian,2,0,Go through all the receipts looking for errors.,0,CYGqNiJvw9IVNzNx
2587,Brian,3,0,Replace the money yourself.,0,CYGqNiJvw9IVNzNx
2588,Brian,4,0,Log that you noticed the discepency before closing the bakery and leaving for the night.,0,CYGqNiJvw9IVNzNx
2589,Brian,5,0,Do nothing and don't mention the discrepency unless directly asked.,0,CYGqNiJvw9IVNzNx
2590,Brian,6,0,Call all cashiers and ask if they remember anything fishy or possibly made any mistakes.,0,CYGqNiJvw9IVNzNx
2591,Darya,1,0,Pay for a taxi for Ted to get his ticket.,0,CYGqNiJvw9IVNzNx
2592,Darya,2,0,Suggest Ted take the bus home to get his ticket and come back for the last bit of the show.,0,CYGqNiJvw9IVNzNx
2593,Darya,3,0,Drive Ted yourself to his home to get the ticket and miss most of the concert.,0,CYGqNiJvw9IVNzNx
2594,Darya,4,0,Go to the concert without Ted.,0,CYGqNiJvw9IVNzNx
2595,Darya,5,0,Suggest that you'll meet Ted after the concert and buy him a drink.,0,CYGqNiJvw9IVNzNx
2596,Darya,6,0,"Don't go to the concert and instead do something as a group together, like go out to dinner.",0,CYGqNiJvw9IVNzNx
2597,Cameron,1,0,Give the woman a ride.,0,CYGqNiJvw9IVNzNx
2598,Cameron,2,0,Give the woman bus fare.,0,CYGqNiJvw9IVNzNx
2599,Cameron,3,0,Call the woman a taxi.,0,CYGqNiJvw9IVNzNx
2600,Cameron,4,0,"Tell the woman ""No."" and leave.",0,CYGqNiJvw9IVNzNx
2601,Cameron,5,0,Ask other people at the gas station to help the woman.,0,CYGqNiJvw9IVNzNx
2602,Cameron,6,0,Pay for an Uber or Lyft (rideshare) for the woman on your account.,0,CYGqNiJvw9IVNzNx
2603,Eva,1,0,Keep trying to et your friend free.,0,CYGqNiJvw9IVNzNx
2604,Eva,2,0,Leave your firend and search for the closest road for help.,0,CYGqNiJvw9IVNzNx
2605,Eva,3,0,Leave your friend and look for the closest place you can get a signal on your phone.,0,CYGqNiJvw9IVNzNx
2606,Eva,4,0,Break your friend's arm to more easily frr it from the cervice.,0,CYGqNiJvw9IVNzNx
2607,Eva,5,0,Find water so you and your friend can try to get her arm free for longer.,0,CYGqNiJvw9IVNzNx
2608,Eva,6,0,"Run as fast as you can, as far as you can while yelling hoping to find help.",0,CYGqNiJvw9IVNzNx
2609,Andy,1,0,Move in with your Father to help him.,0,CYGqNiJvw9IVNzNx
2610,Andy,2,0,Ask other family members to house and help him.,0,CYGqNiJvw9IVNzNx
2611,Andy,3,0,Leave him to his own devices.,0,CYGqNiJvw9IVNzNx
2612,Andy,4,0,Try to get him into a government program for help.,0,CYGqNiJvw9IVNzNx
2613,Andy,5,0,"Start a ""Go fund me"" to help pay for his cost of living and help.",0,CYGqNiJvw9IVNzNx
2614,Andy,6,0,Research if you cn find a cheaper in home care alternative to a retirement home.,0,CYGqNiJvw9IVNzNx
2615,Mary,1,0,Explain to the teacher that you misplaced your homework assignment.,0,CYGqNiJvw9IVNzNx
2616,Mary,2,0,Say nothing and turn it in the next day.,0,CYGqNiJvw9IVNzNx
2617,Mary,3,0,Call your Mom andask herto bring it to school for you.,0,CYGqNiJvw9IVNzNx
2618,Mary,4,0,Say you forgot to bring it.,0,CYGqNiJvw9IVNzNx
2619,Mary,5,0,Skip class and bring it in the next day.,0,CYGqNiJvw9IVNzNx
2620,Mary,6,0,Redo as much of the assignment as you can in class and turn it in at the end of class.,0,CYGqNiJvw9IVNzNx
2621,Jeff,1,0,Lock the store up and leave.,0,CYGqNiJvw9IVNzNx
2622,Jeff,2,0,Stay working in the store and miss your meeting.,0,CYGqNiJvw9IVNzNx
2623,Jeff,3,0,Call a worker to cover so you can leave.,0,CYGqNiJvw9IVNzNx
2624,Jeff,4,0,Call your metting and reschedule it.,0,CYGqNiJvw9IVNzNx
2625,Jeff,5,0,Call a friend or family member to stand behind the counter until your boss gets there.,0,CYGqNiJvw9IVNzNx
2626,Jeff,6,0,Quit your job and leave.,0,CYGqNiJvw9IVNzNx
2627,Erica,1,0,Break the window of the car.,0,CYGqNiJvw9IVNzNx
2628,Erica,2,0,Call the police.,0,CYGqNiJvw9IVNzNx
2629,Erica,3,0,Look for the owner in the parking lot.,0,CYGqNiJvw9IVNzNx
2630,Erica,4,0,Go into the mall and look for the owner.,0,CYGqNiJvw9IVNzNx
2631,Erica,5,0,Have the mall make an annoucement over the speakers for the owner.,0,CYGqNiJvw9IVNzNx
2632,Erica,6,0,Film the dog and car and post it on social media.,0,CYGqNiJvw9IVNzNx
2633,Heinz,1,0,Ask friends and family for money.,0,CYGqNiJvw9IVNzNx
2634,Heinz,2,0,Start a fundraiser for the money.,0,CYGqNiJvw9IVNzNx
2635,Heinz,3,0,Max out your credit cards,0,CYGqNiJvw9IVNzNx
2636,Heinz,4,0,Ask your bank for a loan.,0,CYGqNiJvw9IVNzNx
2637,Heinz,5,0,Quit your jobs and go on government insurance.,0,CYGqNiJvw9IVNzNx
2638,Heinz,6,0,Look into charity hopsitals to get the treatment from.,0,CYGqNiJvw9IVNzNx
2639,Daniel,1,0,Call the taxit company to find the ring.,0,CYGqNiJvw9IVNzNx
2640,Daniel,2,0,Tell your sister and apologize.,0,CYGqNiJvw9IVNzNx
2641,Daniel,3,0,Give your sister your ring to use in the ceremony.,0,CYGqNiJvw9IVNzNx
2642,Daniel,4,0,Make a ring with what you can find around you.,0,CYGqNiJvw9IVNzNx
2643,Daniel,5,0,"Drop out of the wedding, run away, and hide.",0,CYGqNiJvw9IVNzNx
2644,Daniel,6,0,Lie to your sister and tell her you got mugged and the ring got stolen.,0,CYGqNiJvw9IVNzNx
2645,Mary,1,0,I could call my mom and see if she could drop it off,0,bGao6blIpAQ6ubZ7
2646,Mary,2,0,I could see if my mom could call the school to explain the situation,0,bGao6blIpAQ6ubZ7
2647,Mary,3,0,I can talk to my teacher and see if I could explain what happened,0,bGao6blIpAQ6ubZ7
2648,Mary,4,0,I can accept that I missed the homework for today,0,bGao6blIpAQ6ubZ7
2649,Mary,5,0,I could see if my one of my friends could help me out,0,bGao6blIpAQ6ubZ7
2650,Mary,6,0,I could offer to stay after class to complete it,0,bGao6blIpAQ6ubZ7
2651,Andy,1,0,I could move him in with me,0,bGao6blIpAQ6ubZ7
2652,Andy,2,0,I would call my sister and see what she wants to do,0,bGao6blIpAQ6ubZ7
2653,Andy,3,0,Me and my siblings can put our money together to see about putting him in a retirement home,0,bGao6blIpAQ6ubZ7
2654,Andy,4,0,We could try to see if we could get some financial assistance,0,bGao6blIpAQ6ubZ7
2655,Andy,5,0,I can call one of my family members for advice,0,bGao6blIpAQ6ubZ7
2656,Andy,6,0,I would see if one of my sisters could take him in,0,bGao6blIpAQ6ubZ7
2657,Eva,1,0,I could leave her their and try to find help,0,bGao6blIpAQ6ubZ7
2658,Eva,2,0,I could leave her with the intent of saving myself,0,bGao6blIpAQ6ubZ7
2659,Eva,3,0,I could try to find a water source,0,bGao6blIpAQ6ubZ7
2660,Eva,4,0,I could try to conserve energy and wait until the next morning,0,bGao6blIpAQ6ubZ7
2661,Eva,5,0,try to go somewhere where I have service,0,bGao6blIpAQ6ubZ7
2662,Eva,6,0,Try to look for other climbers,0,bGao6blIpAQ6ubZ7
2663,Erica,1,0,See if the door is unlocked and let the dog out,0,bGao6blIpAQ6ubZ7
2664,Erica,2,0,leave a note on the car,0,bGao6blIpAQ6ubZ7
2665,Erica,3,0,call the police,0,bGao6blIpAQ6ubZ7
2666,Erica,4,0,call the fire department,0,bGao6blIpAQ6ubZ7
2667,Erica,5,0,take a video and post to social media,0,bGao6blIpAQ6ubZ7
2668,Erica,6,0,do nothing and walk away,0,bGao6blIpAQ6ubZ7
2669,Daniel,1,0,call the taxi,0,bGao6blIpAQ6ubZ7
2670,Daniel,2,0,come clean and tell my sister,0,bGao6blIpAQ6ubZ7
2671,Daniel,3,0,act like somebody stole it,0,bGao6blIpAQ6ubZ7
2672,Daniel,4,0,run away,0,bGao6blIpAQ6ubZ7
2673,Daniel,5,0,go buy a look a like ring,0,bGao6blIpAQ6ubZ7
2674,Daniel,6,0,tell my sister I don't want to be in her wedding anymore,0,bGao6blIpAQ6ubZ7
2675,Darya,1,0,go to the concert without ted,0,bGao6blIpAQ6ubZ7
2676,Darya,2,0,try to sneak ted in,0,bGao6blIpAQ6ubZ7
2677,Darya,3,0,go to ted's house,0,bGao6blIpAQ6ubZ7
2678,Darya,4,0,go see a movie instead,0,bGao6blIpAQ6ubZ7
2679,Darya,5,0,give up and realize ted won't be able to come to the concert,0,bGao6blIpAQ6ubZ7
2680,Darya,6,0,try to buy another ticket,0,bGao6blIpAQ6ubZ7
2681,Brian,1,0,add 50.75 to the register,0,bGao6blIpAQ6ubZ7
2682,Brian,2,0,tell my boss money is missing,0,bGao6blIpAQ6ubZ7
2683,Brian,3,0,I can quit because I might be fired,0,bGao6blIpAQ6ubZ7
2684,Brian,4,0,ask someone else what happened to the money,0,bGao6blIpAQ6ubZ7
2685,Brian,5,0,talk to my boss about not working the register anymore,0,bGao6blIpAQ6ubZ7
2686,Brian,6,0,look for the missing money,0,bGao6blIpAQ6ubZ7
2687,Heinz,1,0,I can steal the medicine,0,bGao6blIpAQ6ubZ7
2688,Heinz,2,0,ask my parents for help,0,bGao6blIpAQ6ubZ7
2689,Heinz,3,0,ask my wife's parents for help,0,bGao6blIpAQ6ubZ7
2690,Heinz,4,0,Look on GoodRx to see if they have any dicounts,0,bGao6blIpAQ6ubZ7
2691,Heinz,5,0,Make the money illegally,0,bGao6blIpAQ6ubZ7
2692,Heinz,6,0,Make the money legally,0,bGao6blIpAQ6ubZ7
2693,Cameron,1,0,Say no,0,bGao6blIpAQ6ubZ7
2694,Cameron,2,0,Say yes but leave her,0,bGao6blIpAQ6ubZ7
2695,Cameron,3,0,Say yes and drive her to her destination,0,bGao6blIpAQ6ubZ7
2696,Cameron,4,0,ask for gas money in return for a ride,0,bGao6blIpAQ6ubZ7
2697,Cameron,5,0,give her money for a cab,0,bGao6blIpAQ6ubZ7
2698,Cameron,6,0,call her an uber,0,bGao6blIpAQ6ubZ7
2699,Jeff,1,0,i can lock the store and leave,0,bGao6blIpAQ6ubZ7
2700,Jeff,2,0,keep the store unlocked and leave,0,bGao6blIpAQ6ubZ7
2701,Jeff,3,0,leave and go to court,0,bGao6blIpAQ6ubZ7
2702,Jeff,4,0,call a friend and ask them to cover for me,0,bGao6blIpAQ6ubZ7
2703,Jeff,5,0,call the boss and leeave a message,0,bGao6blIpAQ6ubZ7
2704,Jeff,6,0,stay and miss court,0,bGao6blIpAQ6ubZ7
2705,Erica,1,0,1,0,rwjPnVapej89BtIW
2706,Erica,2,0,1,0,rwjPnVapej89BtIW
2707,Erica,3,0,1,0,rwjPnVapej89BtIW
2708,Erica,4,0,1,0,rwjPnVapej89BtIW
2709,Erica,5,0,1,0,rwjPnVapej89BtIW
2710,Erica,6,0,1,0,rwjPnVapej89BtIW
2711,Cameron,1,0,1,0,rwjPnVapej89BtIW
2712,Cameron,2,0,1,0,rwjPnVapej89BtIW
2713,Cameron,3,0,1,0,rwjPnVapej89BtIW
2714,Cameron,4,0,2,0,rwjPnVapej89BtIW
2715,Cameron,5,0,1,0,rwjPnVapej89BtIW
2716,Cameron,6,0,2,0,rwjPnVapej89BtIW
2717,Brian,1,0,2,0,rwjPnVapej89BtIW
2718,Brian,2,0,1,0,rwjPnVapej89BtIW
2719,Brian,3,0,1,0,rwjPnVapej89BtIW
2720,Brian,4,0,1,0,rwjPnVapej89BtIW
2721,Brian,5,0,1,0,rwjPnVapej89BtIW
2722,Brian,6,0,1,0,rwjPnVapej89BtIW
2723,Jeff,1,0,1,0,rwjPnVapej89BtIW
2724,Jeff,2,0,1,0,rwjPnVapej89BtIW
2725,Jeff,3,0,1,0,rwjPnVapej89BtIW
2726,Jeff,4,0,1,0,rwjPnVapej89BtIW
2727,Jeff,5,0,1,0,rwjPnVapej89BtIW
2728,Jeff,6,0,1,0,rwjPnVapej89BtIW
2729,Heinz,1,0,1,0,rwjPnVapej89BtIW
2730,Heinz,2,0,1,0,rwjPnVapej89BtIW
2731,Heinz,3,0,1,0,rwjPnVapej89BtIW
2732,Heinz,4,0,1,0,rwjPnVapej89BtIW
2733,Heinz,5,0,1,0,rwjPnVapej89BtIW
2734,Heinz,6,0,1,0,rwjPnVapej89BtIW
2735,Andy,1,0,1,0,rwjPnVapej89BtIW
2736,Andy,2,0,1,0,rwjPnVapej89BtIW
2737,Andy,3,0,1,0,rwjPnVapej89BtIW
2738,Andy,4,0,1,0,rwjPnVapej89BtIW
2739,Andy,5,0,1,0,rwjPnVapej89BtIW
2740,Andy,6,0,1,0,rwjPnVapej89BtIW
2741,Eva,1,0,1,0,rwjPnVapej89BtIW
2742,Eva,2,0,1,0,rwjPnVapej89BtIW
2743,Eva,3,0,1,0,rwjPnVapej89BtIW
2744,Eva,4,0,1,0,rwjPnVapej89BtIW
2745,Eva,5,0,1,0,rwjPnVapej89BtIW
2746,Eva,6,0,1,0,rwjPnVapej89BtIW
2747,Darya,1,0,2,0,rwjPnVapej89BtIW
2748,Darya,2,0,2,0,rwjPnVapej89BtIW
2749,Darya,3,0,2,0,rwjPnVapej89BtIW
2750,Darya,4,0,2,0,rwjPnVapej89BtIW
2751,Darya,5,0,2,0,rwjPnVapej89BtIW
2752,Darya,6,0,2,0,rwjPnVapej89BtIW
2753,Mary,1,0,3,0,rwjPnVapej89BtIW
2754,Mary,2,0,3,0,rwjPnVapej89BtIW
2755,Mary,3,0,3,0,rwjPnVapej89BtIW
2756,Mary,4,0,3,0,rwjPnVapej89BtIW
2757,Mary,5,0,3,0,rwjPnVapej89BtIW
2758,Mary,6,0,3,0,rwjPnVapej89BtIW
2759,Daniel,1,0,1,0,rwjPnVapej89BtIW
2760,Daniel,2,0,1,0,rwjPnVapej89BtIW
2761,Daniel,3,0,1,0,rwjPnVapej89BtIW
2762,Daniel,4,0,1,0,rwjPnVapej89BtIW
2763,Daniel,5,0,1,0,rwjPnVapej89BtIW
2764,Daniel,6,0,1,0,rwjPnVapej89BtIW
2765,Heinz,1,0,ask his father for the money,0,8MLrzKddnwdCrJT5
2766,Heinz,2,0,see if you can get help paying for it from the drug company,0,8MLrzKddnwdCrJT5
2767,Heinz,3,0,see if you can get a discount ap,0,8MLrzKddnwdCrJT5
2768,Heinz,4,0,sell some things to cover the cost,0,8MLrzKddnwdCrJT5
2769,Heinz,5,0,see if there is a med that is covered by insurance,0,8MLrzKddnwdCrJT5
2770,Heinz,6,0,get a second job to pay for it,0,8MLrzKddnwdCrJT5
2771,Brian,1,0,go through the receipts and see if you can find an error that would account for the missing money,0,8MLrzKddnwdCrJT5
2772,Brian,2,0,put my own money in the drawer,0,8MLrzKddnwdCrJT5
2773,Brian,3,0,ask for all workers to chip in money to make up the difference,0,8MLrzKddnwdCrJT5
2774,Brian,4,0,do nothing,0,8MLrzKddnwdCrJT5
2775,Brian,5,0,don't give customers the right change to make the drawer balance,0,8MLrzKddnwdCrJT5
2776,Brian,6,0,steal to fix the drawer,0,8MLrzKddnwdCrJT5
2777,Erica,1,0,call 911,0,8MLrzKddnwdCrJT5
2778,Erica,2,0,break the window and get the dog out,0,8MLrzKddnwdCrJT5
2779,Erica,3,0,do nothing,0,8MLrzKddnwdCrJT5
